"image","crop","mean_luma_err","rms_luma_err","grad_ratio","grad_err_rms","grad_corr","plane_res_ratio","lowfreq_res_ratio","lowfreq_err_rms","edge_luma_mae","edge_signed_luma_err","edge_grad_err_rms","edge_bright_frac","mean_green_opp_delta","green_opp_rmse","chroma_rmse","sat_ratio"
"bunker_PTDH_post_b0.35x_f149.ppm","ceiling_wall","-0.00277","0.01601","0.9598","0.02747","0.9516","0.9864","0.9876","0.00501","0.02007","-0.0133","0.06126","0.1993","0.00191","0.00504","0.00549","0.9699"
"bunker_PTDH_post_b0.35x_f149.ppm","doorway_slab","-0.00316","0.01941","0.8908","0.03316","0.8724","0.9845","0.9885","0.0061","0.02184","-0.01186","0.07458","0.1968","0.00128","0.0043","0.00498","0.9541"
"bunker_PTDH_post_b0.35x_f149.ppm","green_wall","-0.00745","0.02204","0.6637","0.03528","0.5819","0.9507","0.9885","0.00663","0.02568","-0.01609","0.08079","0.2302","0.0013","0.0078","0.00721","0.8304"
"bunker_PTDI_post_b0.35x_f149.ppm","circle_wall","-0.00236","0.01761","0.974","0.03226","0.9549","0.9874","0.9876","0.00408","0.01845","-0.0126","0.07598","0.1861","0.0019","0.00579","0.00592","0.9853"
"bunker_PTDI_post_b0.35x_f149.ppm","ceiling_wall","-0.00281","0.01606","0.9599","0.02748","0.9516","0.9865","0.9877","0.00507","0.02014","-0.01333","0.06132","0.201","0.00189","0.00503","0.0055","0.9703"
"bunker_PTDI_post_b0.35x_f149.ppm","doorway_slab","-0.00316","0.01942","0.8908","0.03318","0.8722","0.9846","0.9886","0.00611","0.02185","-0.01191","0.07467","0.1984","0.0013","0.00435","0.00499","0.954"
"bunker_PTDI_post_b0.35x_f149.ppm","green_wall","-0.00749","0.02208","0.6639","0.03531","0.581","0.9516","0.9893","0.00664","0.02576","-0.01618","0.08092","0.2363","0.00132","0.00779","0.00723","0.8322"
"bunker_PTDJ_post_b0.35x_f149.ppm","circle_wall","-0.00233","0.01764","0.9738","0.03227","0.9549","0.9873","0.9875","0.00411","0.01845","-0.01264","0.07596","0.182","0.00188","0.00581","0.00597","0.986"
"bunker_PTDJ_post_b0.35x_f149.ppm","ceiling_wall","-0.00284","0.01615","0.9599","0.02748","0.9516","0.9866","0.9878","0.00518","0.0202","-0.01334","0.0613","0.1977","0.00189","0.00508","0.00554","0.9707"
"bunker_PTDJ_post_b0.35x_f149.ppm","doorway_slab","-0.00313","0.01944","0.8907","0.03321","0.872","0.9847","0.9888","0.00614","0.02189","-0.01192","0.07474","0.2016","0.00132","0.00439","0.00502","0.9541"
"bunker_PTDJ_post_b0.35x_f149.ppm","green_wall","-0.00758","0.02221","0.6643","0.03534","0.5802","0.9538","0.9915","0.00672","0.02584","-0.01626","0.08097","0.2317","0.00134","0.00778","0.00726","0.8376"
"bunker_PTDK_post_b0.35x_f149.ppm","circle_wall","-0.00238","0.01755","0.974","0.03224","0.955","0.9874","0.9878","0.00403","0.01841","-0.01259","0.07594","0.1861","0.00192","0.00578","0.0059","0.9845"
"bunker_PTDK_post_b0.35x_f149.ppm","ceiling_wall","-0.00277","0.01597","0.9598","0.02744","0.9517","0.9864","0.9876","0.00498","0.02008","-0.0133","0.0612","0.201","0.00188","0.00503","0.00549","0.9702"
"bunker_PTDK_post_b0.35x_f149.ppm","doorway_slab","-0.00318","0.01939","0.8908","0.03317","0.8723","0.9845","0.9886","0.00607","0.02184","-0.01188","0.07463","0.2016","0.00128","0.00429","0.00497","0.9542"
"bunker_PTDK_post_b0.35x_f149.ppm","green_wall","-0.00741","0.02199","0.6635","0.03526","0.5823","0.95","0.9878","0.0066","0.02567","-0.01605","0.08077","0.2332","0.00132","0.00781","0.00721","0.8279"
"bunker_PTDL_post_b0.35x_f149.ppm","circle_wall","-0.00237","0.01755","0.974","0.03224","0.955","0.9874","0.9878","0.00403","0.01841","-0.01259","0.07594","0.1861","0.00192","0.00578","0.0059","0.9845"
"bunker_PTDL_post_b0.35x_f149.ppm","ceiling_wall","-0.00277","0.01597","0.9598","0.02744","0.9517","0.9864","0.9876","0.00498","0.02008","-0.0133","0.0612","0.201","0.00188","0.00503","0.00549","0.9702"
"bunker_PTDL_post_b0.35x_f149.ppm","doorway_slab","-0.00318","0.01939","0.8908","0.03317","0.8723","0.9845","0.9886","0.00607","0.02184","-0.01188","0.07463","0.2016","0.00128","0.00429","0.00497","0.9542"
"bunker_PTDL_post_b0.35x_f149.ppm","green_wall","-0.00741","0.02199","0.6635","0.03526","0.5823","0.95","0.9878","0.0066","0.02567","-0.01605","0.08077","0.2332","0.00132","0.00781","0.00721","0.8279"
"bunker_PTDM_post_b0.35x_f149.ppm","circle_wall","-0.00225","0.01798","0.9742","0.03243","0.9544","0.9849","0.9848","0.00453","0.01909","-0.01356","0.07644","0.1534","0.00131","0.00556","0.00588","0.9913"
"bunker_PTDM_post_b0.35x_f149.ppm","ceiling_wall","-0.00252","0.0151","0.961","0.02735","0.952","0.9836","0.9839","0.00377","0.01888","-0.01315","0.06117","0.1961","0.00124","0.00478","0.00555","0.9803"
"bunker_PTDM_post_b0.35x_f149.ppm","doorway_slab","-0.00404","0.01893","0.8867","0.03289","0.8745","0.9815","0.9858","0.00541","0.02122","-0.01222","0.07426","0.1888","0.0012","0.00421","0.00502","0.95"
"bunker_PTDM_post_b0.35x_f149.ppm","green_wall","-0.00784","0.02181","0.6549","0.03476","0.5957","0.9357","0.9686","0.00693","0.02474","-0.01643","0.07904","0.2027","0.00193","0.00752","0.00702","0.801"
"bunker_PTDN_post_b0.35x_f149.ppm","circle_wall","0.00967","0.0291","0.9511","0.03269","0.9535","0.9472","0.9417","0.01366","0.02279","-0.00509","0.07708","0.2883","-0.00733","0.01142","0.01155","1.1498"
"bunker_PTDN_post_b0.35x_f149.ppm","ceiling_wall","-0.0051","0.01966","0.9595","0.02752","0.9514","0.9778","0.9779","0.0089","0.02161","-0.01499","0.06166","0.1618","-0.00985","0.01371","0.01618","1.2268"
"bunker_PTDN_post_b0.35x_f149.ppm","doorway_slab","0.00289","0.02646","0.8629","0.03366","0.8681","0.9514","0.9582","0.01483","0.02355","-0.00641","0.0762","0.3024","-0.00041","0.00618","0.00928","1.0361"
"bunker_PTDN_post_b0.35x_f149.ppm","green_wall","0.00536","0.04292","0.7263","0.0379","0.5208","0.9819","1.0087","0.0241","0.03864","0.00072","0.08492","0.4436","-0.01314","0.01844","0.01528","1.3595"
"bunker_PTDO_post_b0.35x_f149.ppm","circle_wall","-0.00228","0.01798","0.9742","0.03242","0.9545","0.9851","0.985","0.00453","0.01909","-0.01358","0.07642","0.1513","0.00125","0.00559","0.00599","0.9933"
"bunker_PTDO_post_b0.35x_f149.ppm","ceiling_wall","-0.00252","0.0151","0.961","0.02734","0.9521","0.9835","0.9838","0.00377","0.01887","-0.01312","0.06114","0.1977","0.00124","0.0049","0.00566","0.9811"
"bunker_PTDO_post_b0.35x_f149.ppm","doorway_slab","-0.00405","0.01894","0.8867","0.0329","0.8744","0.9815","0.9859","0.00541","0.02121","-0.01225","0.07425","0.1888","0.00117","0.00423","0.00505","0.9504"
"bunker_PTDO_post_b0.35x_f149.ppm","green_wall","-0.00784","0.02182","0.6549","0.03477","0.5955","0.9357","0.9688","0.00695","0.02474","-0.01644","0.07902","0.2012","0.00198","0.00759","0.00713","0.8096"
"bunker_PTDP_post_b0.35x_f149.ppm","circle_wall","-0.00229","0.01797","0.9742","0.03239","0.9545","0.9851","0.985","0.00454","0.0191","-0.01357","0.07631","0.1513","0.00119","0.00569","0.00616","0.9956"
"bunker_PTDP_post_b0.35x_f149.ppm","ceiling_wall","-0.00252","0.0151","0.961","0.02734","0.9521","0.9835","0.9838","0.00377","0.01888","-0.01314","0.06112","0.1977","0.00127","0.00508","0.00586","0.9822"
"bunker_PTDP_post_b0.35x_f149.ppm","doorway_slab","-0.00405","0.01893","0.8866","0.03289","0.8745","0.9816","0.9859","0.0054","0.02119","-0.01224","0.07422","0.1888","0.00116","0.00425","0.00509","0.9507"
"bunker_PTDP_post_b0.35x_f149.ppm","green_wall","-0.00786","0.02182","0.655","0.03477","0.5953","0.9358","0.9688","0.00694","0.02474","-0.01644","0.07903","0.1997","0.00204","0.00769","0.00728","0.8212"
"bunker_PTDQ_post_b0.35x_f149.ppm","circle_wall","-0.00232","0.01797","0.9742","0.03239","0.9546","0.9852","0.9851","0.00456","0.0191","-0.01358","0.07632","0.1534","0.00106","0.00589","0.00657","1"
"bunker_PTDQ_post_b0.35x_f149.ppm","ceiling_wall","-0.00253","0.01509","0.961","0.02732","0.9521","0.9836","0.9839","0.00376","0.01888","-0.01314","0.06108","0.201","0.00131","0.00553","0.00631","0.9851"
"bunker_PTDQ_post_b0.35x_f149.ppm","doorway_slab","-0.00405","0.01894","0.8866","0.03289","0.8745","0.9816","0.9859","0.0054","0.0212","-0.01223","0.07422","0.1904","0.00118","0.00433","0.00519","0.9506"
"bunker_PTDQ_post_b0.35x_f149.ppm","green_wall","-0.00786","0.02182","0.655","0.03476","0.5956","0.9359","0.9688","0.00693","0.02475","-0.01645","0.07901","0.2012","0.00214","0.0081","0.00766","0.8471"
"bunker_PTDR_post_b0.35x_f149.ppm","circle_wall","-0.0021","0.01798","0.973","0.03242","0.9545","0.9853","0.9855","0.00449","0.01908","-0.01308","0.07643","0.1738","0.0013","0.00556","0.00589","0.992"
"bunker_PTDR_post_b0.35x_f149.ppm","ceiling_wall","-0.0023","0.0154","0.9578","0.02747","0.9516","0.9841","0.9847","0.00412","0.01942","-0.01246","0.06148","0.2124","0.00128","0.00481","0.00561","0.9783"
"bunker_PTDR_post_b0.35x_f149.ppm","doorway_slab","-0.00394","0.01919","0.8829","0.03299","0.8736","0.9819","0.9867","0.00569","0.0218","-0.01179","0.07452","0.2","0.00124","0.00425","0.00509","0.947"
"bunker_PTDR_post_b0.35x_f149.ppm","green_wall","-0.00784","0.02181","0.6549","0.03476","0.5957","0.9357","0.9686","0.00693","0.02474","-0.01643","0.07904","0.2027","0.00193","0.00752","0.00702","0.801"
"bunker_PTDS_post_b0.35x_f149.ppm","circle_wall","-0.00238","0.01804","0.9742","0.03244","0.9544","0.9854","0.9855","0.00461","0.0191","-0.01365","0.07645","0.1513","0.00122","0.00557","0.00597","0.9935"
"bunker_PTDS_post_b0.35x_f149.ppm","ceiling_wall","-0.00264","0.01527","0.9611","0.02737","0.952","0.984","0.9844","0.00385","0.01895","-0.01322","0.06108","0.1977","0.00103","0.00488","0.00577","0.9856"
"bunker_PTDS_post_b0.35x_f149.ppm","doorway_slab","-0.00399","0.01893","0.8868","0.03285","0.8749","0.9814","0.9856","0.00543","0.0212","-0.01214","0.07415","0.1904","0.00117","0.00421","0.00504","0.9523"
"bunker_PTDS_post_b0.35x_f149.ppm","green_wall","-0.00793","0.022","0.6581","0.03483","0.5939","0.9398","0.9723","0.00695","0.02484","-0.01654","0.07905","0.2012","0.00206","0.00754","0.00709","0.8325"
"bunker_PTDT_post_b0.35x_f149.ppm","circle_wall","-0.00226","0.01798","0.9742","0.03243","0.9544","0.985","0.9849","0.00452","0.01909","-0.01356","0.07643","0.1534","0.0013","0.00556","0.00589","0.9915"
"bunker_PTDT_post_b0.35x_f149.ppm","ceiling_wall","-0.00252","0.01513","0.961","0.02736","0.952","0.9836","0.9839","0.00379","0.01888","-0.01314","0.06117","0.1944","0.00119","0.0048","0.0056","0.9817"
"bunker_PTDT_post_b0.35x_f149.ppm","doorway_slab","-0.00404","0.01893","0.8867","0.03289","0.8746","0.9815","0.9858","0.00541","0.02122","-0.01221","0.07424","0.1904","0.00119","0.0042","0.00502","0.9501"
"bunker_PTDT_post_b0.35x_f149.ppm","green_wall","-0.00781","0.02181","0.6556","0.03478","0.5953","0.9365","0.9694","0.00692","0.02475","-0.01645","0.07907","0.2027","0.00203","0.00749","0.00702","0.8104"
"bunker_PTDU_post_b0.35x_f149.ppm","circle_wall","-0.00229","0.01804","0.9742","0.0324","0.9545","0.9851","0.9851","0.00462","0.0191","-0.01362","0.07636","0.1513","0.00127","0.00559","0.00599","0.9926"
"bunker_PTDU_post_b0.35x_f149.ppm","ceiling_wall","-0.0025","0.01539","0.9613","0.02739","0.9519","0.9835","0.9837","0.004","0.01893","-0.01306","0.06104","0.1993","0.00129","0.00509","0.00588","0.9822"
"bunker_PTDU_post_b0.35x_f149.ppm","doorway_slab","-0.00405","0.01896","0.8869","0.03284","0.8749","0.9815","0.9858","0.00543","0.02121","-0.01225","0.0741","0.1872","0.00122","0.00424","0.00511","0.9491"
"bunker_PTDU_post_b0.35x_f149.ppm","green_wall","-0.00802","0.02218","0.6594","0.0349","0.592","0.9429","0.9758","0.00706","0.02503","-0.01668","0.07915","0.2073","0.00203","0.00753","0.0072","0.8251"
"bunker_PTDV_post_b0.35x_f149.ppm","circle_wall","-0.00225","0.01798","0.9742","0.03243","0.9544","0.9849","0.9848","0.00453","0.01909","-0.01356","0.07644","0.1534","0.00131","0.00556","0.00588","0.9913"
"bunker_PTDV_post_b0.35x_f149.ppm","ceiling_wall","-0.00252","0.0151","0.961","0.02735","0.952","0.9836","0.9839","0.00377","0.01888","-0.01315","0.06117","0.1961","0.00124","0.00478","0.00555","0.9803"
"bunker_PTDV_post_b0.35x_f149.ppm","doorway_slab","-0.00404","0.01893","0.8867","0.03289","0.8745","0.9815","0.9858","0.00541","0.02122","-0.01222","0.07426","0.1888","0.0012","0.00421","0.00502","0.95"
"bunker_PTDV_post_b0.35x_f149.ppm","green_wall","-0.00784","0.02181","0.6549","0.03476","0.5957","0.9357","0.9686","0.00693","0.02474","-0.01643","0.07904","0.2027","0.00193","0.00752","0.00702","0.801"
"bunker_PTDW_post_b0.35x_f149.ppm","circle_wall","-0.00235","0.01801","0.9742","0.03242","0.9545","0.9853","0.9854","0.00456","0.01911","-0.01363","0.0764","0.1513","0.00123","0.00555","0.00592","0.9933"
"bunker_PTDW_post_b0.35x_f149.ppm","ceiling_wall","-0.00256","0.01512","0.961","0.02735","0.952","0.9837","0.984","0.00376","0.0189","-0.01317","0.06112","0.1961","0.00119","0.00478","0.00559","0.9814"
"bunker_PTDW_post_b0.35x_f149.ppm","doorway_slab","-0.00398","0.01893","0.8867","0.03284","0.8749","0.9813","0.9856","0.00544","0.02122","-0.01216","0.07412","0.1888","0.00116","0.00421","0.00502","0.9521"
"bunker_PTDW_post_b0.35x_f149.ppm","green_wall","-0.00783","0.02184","0.6555","0.03477","0.5955","0.9362","0.969","0.00694","0.02475","-0.01639","0.079","0.2043","0.00178","0.00743","0.00699","0.8072"
"bunker_PTDX_post_b0.35x_f149.ppm","circle_wall","-0.00243","0.01804","0.9742","0.03237","0.9546","0.9856","0.9858","0.00461","0.01913","-0.01366","0.07631","0.1513","0.00117","0.00553","0.00598","0.9952"
"bunker_PTDX_post_b0.35x_f149.ppm","ceiling_wall","-0.00263","0.01517","0.9611","0.02734","0.9521","0.984","0.9843","0.00376","0.01894","-0.01322","0.06108","0.1944","0.00113","0.00479","0.00566","0.9827"
"bunker_PTDX_post_b0.35x_f149.ppm","doorway_slab","-0.00392","0.01897","0.8867","0.03287","0.8747","0.9812","0.9854","0.00547","0.02128","-0.01211","0.0742","0.192","0.00113","0.00421","0.00503","0.9542"
"bunker_PTDX_post_b0.35x_f149.ppm","green_wall","-0.00786","0.02193","0.6566","0.03481","0.5945","0.9373","0.9698","0.00697","0.02477","-0.01638","0.07899","0.2043","0.00167","0.00738","0.00701","0.8127"
"bunker_PTBX_b0.35x_f149.ppm","circle_wall","-0.00272","0.01834","0.9797","0.03312","0.9526","0.9932","0.9932","0.00381","0.01942","-0.01275","0.07741","0.2086","0.00281","0.00688","0.00668","0.9669"
"bunker_PTBX_b0.35x_f149.ppm","ceiling_wall","-0.00383","0.0168","0.9711","0.02804","0.9497","0.9908","0.9901","0.00462","0.02055","-0.01489","0.06212","0.1961","0.00205","0.00557","0.00575","0.9713"
"bunker_PTBX_b0.35x_f149.ppm","doorway_slab","-0.00448","0.01995","0.8996","0.03325","0.8719","0.985","0.9885","0.00623","0.02242","-0.01343","0.07487","0.1776","0.00124","0.00455","0.00532","0.9657"
"bunker_PTBX_b0.35x_f149.ppm","green_wall","-0.01209","0.02502","0.6574","0.03598","0.5605","0.9643","1.0129","0.00726","0.02739","-0.02035","0.08146","0.1692","0.00106","0.00849","0.00781","0.9016"
"bunker_PTCH_b0.35x_f149.ppm","circle_wall","-0.02631","0.04469","0.935","0.03885","0.9336","0.9197","0.9132","0.01849","0.0491","-0.04671","0.09194","0.0818","0.00075","0.00635","0.00703","1.0134"
"bunker_PTCH_b0.35x_f149.ppm","ceiling_wall","-0.02239","0.03952","0.8916","0.03252","0.9323","0.8906","0.8901","0.02296","0.03892","-0.03549","0.0748","0.1127","0.00094","0.00543","0.00598","0.9955"
"bunker_PTCH_b0.35x_f149.ppm","doorway_slab","-0.02154","0.0344","0.8038","0.03602","0.8484","0.9446","0.9528","0.01445","0.03824","-0.03518","0.08217","0.0496","0.00276","0.00576","0.00705","0.978"
"bunker_PTCH_b0.35x_f149.ppm","green_wall","-0.01433","0.02993","0.7103","0.03809","0.5107","0.921","0.9243","0.01187","0.03267","-0.02655","0.0839","0.1585","0.00205","0.00866","0.00781","0.8815"
