scene,method,mult,frame,psnr,ssim,gpsnr,flicker,rays,ms,steps
bunker,PTCV,0.35,48,32.3264,0.83488,32.0192,0.001286,58241,66.791,1904579
bunker,PTCV,0.35,49,32.4053,0.83642,32.0557,0.001300,58460,66.345,1901442
bunker,PTCV,0.35,50,32.4697,0.83715,32.0654,0.001238,58406,73.634,1904568
bunker,PTCV,0.35,51,32.5077,0.83827,32.0853,0.001215,57624,69.103,1876626
bunker,PTCV,0.35,52,32.5777,0.83930,32.1093,0.001244,57820,70.141,1887259
bunker,PTCV,0.35,53,32.6078,0.83990,32.1245,0.001165,58233,68.966,1893729
bunker,PTCV,0.35,54,32.6606,0.84106,32.1488,0.001166,59261,70.210,1927512
bunker,PTCV,0.35,55,32.7020,0.84163,32.1679,0.001157,58706,68.988,1910664
bunker,PTCV,0.35,56,32.7504,0.84227,32.1849,0.001092,56747,67.461,1840893
bunker,PTCV,0.35,57,32.7951,0.84327,32.2077,0.001058,58777,68.554,1909905
bunker,PTCV,0.35,58,32.8449,0.84421,32.2346,0.001110,57719,71.039,1876007
bunker,PTCV,0.35,59,32.8833,0.84495,32.2566,0.001028,58544,77.760,1911047
bunker,PTCV,0.35,60,32.9027,0.84519,32.2591,0.001023,58733,69.808,1909757
bunker,PTCV,0.35,61,32.9215,0.84606,32.2752,0.001042,57564,73.054,1875822
bunker,PTCV,0.35,62,32.9748,0.84662,32.3002,0.001041,58018,67.814,1885037
bunker,PTCV,0.35,63,32.9848,0.84677,32.3099,0.000972,58607,69.642,1899146
bunker,PTCV,0.35,64,33.0171,0.84763,32.3322,0.000979,58020,68.076,1885143
bunker,PTCV,0.35,65,33.0499,0.84826,32.3476,0.000952,58133,69.087,1903594
bunker,PTCV,0.35,66,33.0695,0.84845,32.3573,0.000959,58170,68.636,1898681
bunker,PTCV,0.35,67,33.0799,0.84904,32.3742,0.000902,58227,68.918,1898163
bunker,PTCV,0.35,68,33.0880,0.84952,32.3872,0.000864,57408,67.267,1863339
bunker,PTCV,0.35,69,33.1139,0.85014,32.4029,0.000888,58356,70.873,1896706
bunker,PTCV,0.35,70,33.1170,0.85047,32.4108,0.000859,58227,66.390,1892309
bunker,PTCV,0.35,71,33.1422,0.85079,32.4190,0.000858,58126,68.989,1890349
bunker,PTCV,0.35,72,33.1528,0.85119,32.4260,0.000828,57753,67.365,1874217
bunker,PTCV,0.35,73,33.1821,0.85198,32.4392,0.000849,58166,69.263,1896790
bunker,PTCV,0.35,74,33.1977,0.85221,32.4450,0.000816,57623,68.245,1876679
bunker,PTCV,0.35,75,33.2243,0.85269,32.4597,0.000802,58907,81.696,1918662
bunker,PTCV,0.35,76,33.2469,0.85311,32.4711,0.000838,58183,74.991,1893918
bunker,PTCV,0.35,77,33.2674,0.85394,32.4894,0.000826,58198,91.794,1899698
bunker,PTCV,0.35,78,33.2805,0.85426,32.4994,0.000771,58575,76.960,1901568
bunker,PTCV,0.35,79,33.3036,0.85440,32.5013,0.000797,59001,92.339,1918842
bunker,PTCV,0.35,80,33.3273,0.85480,32.5116,0.000722,57823,74.408,1879331
bunker,PTCV,0.35,81,33.3441,0.85513,32.5179,0.000757,58033,72.425,1885646
bunker,PTCV,0.35,82,33.3747,0.85550,32.5246,0.000788,57894,87.139,1881314
bunker,PTCV,0.35,83,33.4123,0.85610,32.5375,0.000740,57291,68.576,1869913
bunker,PTCV,0.35,84,33.4266,0.85613,32.5480,0.000744,58457,73.802,1900733
bunker,PTCV,0.35,85,33.4395,0.85654,32.5563,0.000708,57661,69.981,1874825
bunker,PTCV,0.35,86,33.4577,0.85676,32.5663,0.000703,58119,77.505,1891855
bunker,PTCV,0.35,87,33.4610,0.85687,32.5702,0.000694,57721,69.701,1883711
bunker,PTCV,0.35,88,33.4653,0.85711,32.5808,0.000665,57661,74.069,1873291
bunker,PTCV,0.35,89,33.4840,0.85739,32.5926,0.000738,58636,69.617,1906334
bunker,PTCV,0.35,90,33.5151,0.85788,32.6082,0.000693,59201,70.575,1927931
bunker,PTCV,0.35,91,33.5350,0.85818,32.6158,0.000676,57886,69.411,1888603
bunker,PTCV,0.35,92,33.5516,0.85829,32.6217,0.000699,57768,66.468,1885835
bunker,PTCV,0.35,93,33.5799,0.85874,32.6352,0.000657,57963,79.562,1877657
bunker,PTCV,0.35,94,33.5958,0.85899,32.6389,0.000667,58093,66.891,1893620
bunker,PTCV,0.35,95,33.5973,0.85919,32.6411,0.000662,58642,69.475,1911720
bunker,PTCV,0.35,96,33.6139,0.85974,32.6557,0.000603,57700,68.866,1874271
bunker,PTCV,0.35,97,33.6535,0.86018,32.6637,0.000638,57577,67.484,1881367
bunker,PTCV,0.35,98,33.6832,0.86057,32.6745,0.000665,58974,67.202,1930193
bunker,PTCV,0.35,99,33.6855,0.86069,32.6781,0.000605,58504,68.399,1906075
bunker,PTCV,0.35,100,33.6941,0.86076,32.6830,0.000609,58346,69.244,1893292
bunker,PTCV,0.35,101,33.7012,0.86103,32.6897,0.000590,58210,69.067,1890275
bunker,PTCV,0.35,102,33.7255,0.86145,32.7024,0.000604,59198,72.251,1932334
bunker,PTCV,0.35,103,33.7565,0.86179,32.7107,0.000604,58135,68.814,1888952
bunker,PTCV,0.35,104,33.7572,0.86197,32.7141,0.000600,58290,76.679,1896236
bunker,PTCV,0.35,105,33.7778,0.86212,32.7191,0.000589,58427,69.272,1907827
bunker,PTCV,0.35,106,33.7953,0.86241,32.7283,0.000551,58094,70.696,1892676
bunker,PTCV,0.35,107,33.8069,0.86259,32.7337,0.000566,59115,71.068,1917956
bunker,PTCV,0.35,108,33.8129,0.86291,32.7398,0.000565,58168,66.683,1891131
bunker,PTCV,0.35,109,33.8462,0.86327,32.7490,0.000594,59333,66.660,1939682
bunker,PTCV,0.35,110,33.8574,0.86355,32.7514,0.000526,57985,66.038,1889682
bunker,PTCV,0.35,111,33.8684,0.86371,32.7552,0.000536,57476,66.105,1873772
bunker,PTCV,0.35,112,33.8628,0.86375,32.7544,0.000532,58016,68.084,1883693
bunker,PTCV,0.35,113,33.8685,0.86396,32.7572,0.000538,58852,69.202,1919344
bunker,PTCV,0.35,114,33.8738,0.86414,32.7580,0.000522,57703,66.509,1878421
bunker,PTCV,0.35,115,33.8744,0.86425,32.7623,0.000524,58091,67.952,1883040
bunker,PTCV,0.35,116,33.8871,0.86447,32.7679,0.000531,59252,75.281,1932095
bunker,PTCV,0.35,117,33.8903,0.86470,32.7695,0.000494,57612,70.218,1871556
bunker,PTCV,0.35,118,33.8853,0.86485,32.7741,0.000470,58057,72.819,1890415
bunker,PTCV,0.35,119,33.8995,0.86522,32.7827,0.000498,57555,68.023,1873819
bunker,PTCV,0.35,120,33.9080,0.86533,32.7876,0.000528,58305,67.227,1894826
bunker,PTCV,0.35,121,33.9279,0.86547,32.7906,0.000515,58712,67.776,1917572
bunker,PTCV,0.35,122,33.9435,0.86575,32.7971,0.000515,59264,68.101,1931256
bunker,PTCV,0.35,123,33.9824,0.86605,32.8037,0.000501,58379,69.875,1903180
bunker,PTCV,0.35,124,33.9889,0.86623,32.8080,0.000479,58511,67.263,1903802
bunker,PTCV,0.35,125,34.0014,0.86638,32.8116,0.000501,58177,66.138,1890000
bunker,PTCV,0.35,126,34.0098,0.86636,32.8126,0.000485,57870,67.004,1886351
bunker,PTCV,0.35,127,34.0028,0.86635,32.8132,0.000489,58668,74.351,1900931
bunker,PTCV,0.35,128,34.0255,0.86675,32.8237,0.000479,58216,68.102,1896662
bunker,PTCV,0.35,129,34.0437,0.86688,32.8273,0.000493,58763,68.850,1905519
bunker,PTCV,0.35,130,34.0603,0.86700,32.8279,0.000484,58802,68.537,1916992
bunker,PTCV,0.35,131,34.0632,0.86716,32.8307,0.000466,59336,67.640,1926986
bunker,PTCV,0.35,132,34.0582,0.86730,32.8328,0.000451,57492,65.453,1869015
bunker,PTCV,0.35,133,34.0713,0.86741,32.8370,0.000457,57840,67.962,1879091
bunker,PTCV,0.35,134,34.0876,0.86759,32.8405,0.000449,58200,66.903,1899728
bunker,PTCV,0.35,135,34.0970,0.86775,32.8449,0.000441,58895,69.817,1916358
bunker,PTCV,0.35,136,34.1049,0.86789,32.8495,0.000434,57608,72.562,1885050
bunker,PTCV,0.35,137,34.1176,0.86808,32.8565,0.000453,59012,82.491,1920103
bunker,PTCV,0.35,138,34.1230,0.86816,32.8588,0.000457,58368,89.321,1900506
bunker,PTCV,0.35,139,34.1344,0.86825,32.8599,0.000456,58150,85.127,1886644
bunker,PTCV,0.35,140,34.1320,0.86824,32.8585,0.000419,58118,73.984,1894090
bunker,PTCV,0.35,141,34.1384,0.86833,32.8614,0.000416,57880,76.101,1883482
bunker,PTCV,0.35,142,34.1429,0.86852,32.8680,0.000418,58644,71.375,1900775
bunker,PTCV,0.35,143,34.1510,0.86855,32.8655,0.000430,58306,70.163,1896420
bunker,PTCV,0.35,144,34.1550,0.86865,32.8683,0.000436,57631,75.240,1876817
bunker,PTCV,0.35,145,34.1596,0.86875,32.8713,0.000407,57755,90.523,1879157
bunker,PTCV,0.35,146,34.1595,0.86876,32.8717,0.000415,58491,95.237,1909168
bunker,PTCV,0.35,147,34.1734,0.86898,32.8758,0.000384,58495,93.270,1903209
bunker,PTCV,0.35,148,34.1842,0.86918,32.8800,0.000402,58244,71.191,1896589
bunker,PTCV,0.35,149,34.1938,0.86922,32.8810,0.000409,59579,88.934,1932527
bunker,PTCW,0.35,0,20.4640,0.54800,24.9265,0.000000,57920,78.479,1880041
bunker,PTCW,0.35,1,22.8086,0.61410,26.0495,0.036065,58430,69.123,1904193
bunker,PTCW,0.35,2,24.2487,0.65394,27.0107,0.023927,58057,67.831,1896323
bunker,PTCW,0.35,3,25.3852,0.68088,27.7166,0.017938,57744,68.587,1877816
bunker,PTCW,0.35,4,25.8590,0.70215,28.1451,0.012114,57970,66.836,1882402
bunker,PTCW,0.35,5,26.5317,0.71801,28.5062,0.010621,57653,68.926,1876782
bunker,PTCW,0.35,6,27.1225,0.73174,28.8942,0.008622,57508,65.146,1878613
bunker,PTCW,0.35,7,27.5594,0.74098,29.1271,0.008236,58107,70.914,1890534
bunker,PTCW,0.35,8,28.0069,0.75271,29.3928,0.006884,58263,68.488,1897514
bunker,PTCW,0.35,9,28.2500,0.75981,29.5784,0.005720,57995,65.991,1890344
bunker,PTCW,0.35,10,28.5876,0.76691,29.8082,0.005527,59575,66.440,1943381
bunker,PTCW,0.35,11,28.9453,0.77338,29.9972,0.004770,59717,65.703,1949003
bunker,PTCW,0.35,12,29.1914,0.78022,30.1374,0.004541,57827,73.759,1887903
bunker,PTCW,0.35,13,29.3707,0.78424,30.3137,0.004341,57795,67.008,1880075
bunker,PTCW,0.35,14,29.6574,0.79002,30.4595,0.003897,57901,68.164,1882343
bunker,PTCW,0.35,15,29.8692,0.79568,30.6152,0.003400,58667,65.827,1913759
bunker,PTCW,0.35,16,30.0648,0.79990,30.7626,0.003557,58195,65.319,1896121
bunker,PTCW,0.35,17,30.3174,0.80530,30.8860,0.003283,58128,65.085,1896527
bunker,PTCW,0.35,18,30.5069,0.80845,30.9987,0.002985,58789,67.504,1910949
bunker,PTCW,0.35,19,30.6491,0.81166,31.0962,0.002694,58246,66.016,1905167
bunker,PTCW,0.35,20,30.8088,0.81475,31.1991,0.002616,58084,67.843,1894669
bunker,PTCW,0.35,21,30.9153,0.81760,31.2976,0.002692,57051,65.612,1860260
bunker,PTCW,0.35,22,31.0752,0.82022,31.3811,0.002514,57500,64.827,1873999
bunker,PTCW,0.35,23,31.2213,0.82285,31.4760,0.002369,58178,66.890,1896693
bunker,PTCW,0.35,24,31.3118,0.82455,31.5178,0.002268,58604,69.368,1910572
bunker,PTCW,0.35,25,31.4064,0.82614,31.5690,0.002134,58175,67.070,1893028
bunker,PTCW,0.35,26,31.5376,0.82808,31.6309,0.002085,57545,64.924,1879071
bunker,PTCW,0.35,27,31.6121,0.83014,31.6957,0.001880,59394,67.792,1939307
bunker,PTCW,0.35,28,31.6711,0.83212,31.7594,0.001931,58799,66.788,1915297
bunker,PTCW,0.35,29,31.7606,0.83290,31.7909,0.001936,58693,66.479,1913761
bunker,PTCW,0.35,30,31.8342,0.83384,31.8068,0.001789,57472,65.119,1866291
bunker,PTCW,0.35,31,31.8565,0.83383,31.7925,0.001824,57903,66.862,1884142
bunker,PTCW,0.35,32,31.9697,0.83513,31.8380,0.001691,58273,66.582,1894213
bunker,PTCW,0.35,33,32.0316,0.83619,31.8770,0.001619,58131,65.245,1887308
bunker,PTCW,0.35,34,32.0739,0.83734,31.9100,0.001697,58052,64.200,1886066
bunker,PTCW,0.35,35,32.1184,0.83833,31.9344,0.001524,58709,72.307,1908858
bunker,PTCW,0.35,36,32.1609,0.83968,31.9670,0.001463,58423,68.700,1906578
bunker,PTCW,0.35,37,32.2102,0.84042,31.9941,0.001423,58336,66.415,1895755
bunker,PTCW,0.35,38,32.2343,0.84088,32.0042,0.001441,58449,67.655,1905009
bunker,PTCW,0.35,39,32.3185,0.84166,32.0364,0.001388,57437,68.833,1871462
bunker,PTCW,0.35,40,32.3808,0.84237,32.0510,0.001432,58029,68.168,1887878
bunker,PTCW,0.35,41,32.4381,0.84330,32.0841,0.001376,59430,67.384,1936947
bunker,PTCW,0.35,42,32.4602,0.84427,32.1090,0.001328,58244,70.167,1894372
bunker,PTCW,0.35,43,32.5046,0.84513,32.1165,0.001272,57653,69.490,1876847
bunker,PTCW,0.35,44,32.5548,0.84571,32.1378,0.001263,58559,68.410,1910737
bunker,PTCW,0.35,45,32.6153,0.84667,32.1602,0.001320,58349,65.884,1899339
bunker,PTCW,0.35,46,32.7045,0.84788,32.1987,0.001283,58229,66.181,1887078
bunker,PTCW,0.35,47,32.7513,0.84861,32.2226,0.001156,57696,67.699,1880064
bunker,PTCW,0.35,48,32.8173,0.84912,32.2395,0.001135,58241,68.170,1904579
bunker,PTCW,0.35,49,32.8858,0.85013,32.2691,0.001160,58460,65.620,1901442
bunker,PTCW,0.35,50,32.9487,0.85050,32.2740,0.001098,58406,70.693,1904568
bunker,PTCW,0.35,51,32.9780,0.85124,32.2882,0.001081,57624,67.382,1876626
bunker,PTCW,0.35,52,33.0420,0.85203,32.3108,0.001115,57820,69.007,1887259
bunker,PTCW,0.35,53,33.0608,0.85241,32.3242,0.001042,58233,70.200,1893729
bunker,PTCW,0.35,54,33.1122,0.85318,32.3432,0.001047,59261,68.790,1927512
bunker,PTCW,0.35,55,33.1435,0.85347,32.3570,0.001034,58706,66.154,1910664
bunker,PTCW,0.35,56,33.1901,0.85388,32.3700,0.000973,56747,64.789,1840893
bunker,PTCW,0.35,57,33.2260,0.85453,32.3876,0.000938,58777,69.066,1909905
bunker,PTCW,0.35,58,33.2705,0.85517,32.4120,0.001002,57719,69.374,1876007
bunker,PTCW,0.35,59,33.3012,0.85580,32.4319,0.000910,58544,71.020,1911047
bunker,PTCW,0.35,60,33.3172,0.85589,32.4325,0.000922,58733,66.138,1909757
bunker,PTCW,0.35,61,33.3355,0.85667,32.4481,0.000955,57564,66.290,1875822
bunker,PTCW,0.35,62,33.3881,0.85723,32.4723,0.000943,58018,65.981,1885037
bunker,PTCW,0.35,63,33.3919,0.85719,32.4792,0.000885,58607,66.618,1899146
bunker,PTCW,0.35,64,33.4183,0.85782,32.4974,0.000881,58020,69.009,1885143
bunker,PTCW,0.35,65,33.4476,0.85828,32.5105,0.000858,58133,73.205,1903594
bunker,PTCW,0.35,66,33.4636,0.85832,32.5159,0.000873,58170,65.380,1898681
bunker,PTCW,0.35,67,33.4668,0.85870,32.5300,0.000805,58227,65.498,1898163
bunker,PTCW,0.35,68,33.4690,0.85895,32.5386,0.000781,57408,64.843,1863339
bunker,PTCW,0.35,69,33.4949,0.85946,32.5533,0.000808,58356,70.011,1896706
bunker,PTCW,0.35,70,33.4980,0.85977,32.5612,0.000785,58227,66.951,1892309
bunker,PTCW,0.35,71,33.5274,0.86013,32.5691,0.000767,58126,67.166,1890349
bunker,PTCW,0.35,72,33.5340,0.86040,32.5753,0.000743,57753,72.616,1874217
bunker,PTCW,0.35,73,33.5558,0.86088,32.5828,0.000760,58166,71.017,1896790
bunker,PTCW,0.35,74,33.5642,0.86091,32.5861,0.000737,57623,79.144,1876679
bunker,PTCW,0.35,75,33.5874,0.86132,32.5992,0.000731,58907,72.820,1918662
bunker,PTCW,0.35,76,33.6062,0.86155,32.6080,0.000760,58183,73.384,1893918
bunker,PTCW,0.35,77,33.6214,0.86217,32.6240,0.000753,58198,68.205,1899698
bunker,PTCW,0.35,78,33.6325,0.86235,32.6320,0.000697,58575,66.135,1901568
bunker,PTCW,0.35,79,33.6474,0.86229,32.6307,0.000724,59001,68.584,1918842
bunker,PTCW,0.35,80,33.6659,0.86255,32.6385,0.000654,57823,70.841,1879331
bunker,PTCW,0.35,81,33.6798,0.86272,32.6433,0.000695,58033,68.597,1885646
bunker,PTCW,0.35,82,33.7080,0.86300,32.6483,0.000716,57894,69.666,1881314
bunker,PTCW,0.35,83,33.7406,0.86338,32.6578,0.000665,57291,66.104,1869913
bunker,PTCW,0.35,84,33.7552,0.86344,32.6668,0.000676,58457,66.725,1900733
bunker,PTCW,0.35,85,33.7655,0.86385,32.6747,0.000644,57661,67.024,1874825
bunker,PTCW,0.35,86,33.7840,0.86399,32.6837,0.000641,58119,71.750,1891855
bunker,PTCW,0.35,87,33.7821,0.86394,32.6850,0.000628,57721,67.024,1883711
bunker,PTCW,0.35,88,33.7803,0.86407,32.6931,0.000603,57661,66.046,1873291
bunker,PTCW,0.35,89,33.7961,0.86422,32.7026,0.000677,58636,65.413,1906334
bunker,PTCW,0.35,90,33.8261,0.86459,32.7151,0.000629,59201,64.962,1927931
bunker,PTCW,0.35,91,33.8438,0.86484,32.7220,0.000619,57886,66.506,1888603
bunker,PTCW,0.35,92,33.8569,0.86486,32.7259,0.000646,57768,65.335,1885835
bunker,PTCW,0.35,93,33.8810,0.86512,32.7355,0.000599,57963,65.951,1877657
bunker,PTCW,0.35,94,33.8937,0.86521,32.7377,0.000607,58093,66.187,1893620
bunker,PTCW,0.35,95,33.8914,0.86524,32.7374,0.000608,58642,66.169,1911720
bunker,PTCW,0.35,96,33.9052,0.86564,32.7498,0.000552,57700,65.367,1874271
bunker,PTCW,0.35,97,33.9393,0.86590,32.7545,0.000585,57577,66.947,1881367
bunker,PTCW,0.35,98,33.9688,0.86623,32.7635,0.000613,58974,66.945,1930193
bunker,PTCW,0.35,99,33.9687,0.86629,32.7666,0.000560,58504,66.260,1906075
bunker,PTCW,0.35,100,33.9794,0.86641,32.7725,0.000566,58346,65.619,1893292
bunker,PTCW,0.35,101,33.9832,0.86662,32.7789,0.000542,58210,72.683,1890275
bunker,PTCW,0.35,102,34.0056,0.86700,32.7898,0.000559,59198,67.928,1932334
bunker,PTCW,0.35,103,34.0362,0.86737,32.7987,0.000558,58135,68.390,1888952
bunker,PTCW,0.35,104,34.0329,0.86743,32.8007,0.000553,58290,68.159,1896236
bunker,PTCW,0.35,105,34.0515,0.86751,32.8046,0.000543,58427,66.383,1907827
bunker,PTCW,0.35,106,34.0643,0.86772,32.8128,0.000504,58094,65.649,1892676
bunker,PTCW,0.35,107,34.0763,0.86786,32.8182,0.000520,59115,66.283,1917956
bunker,PTCW,0.35,108,34.0800,0.86809,32.8225,0.000522,58168,67.621,1891131
bunker,PTCW,0.35,109,34.1059,0.86831,32.8298,0.000540,59333,65.945,1939682
bunker,PTCW,0.35,110,34.1134,0.86848,32.8311,0.000479,57985,70.807,1889682
bunker,PTCW,0.35,111,34.1253,0.86861,32.8348,0.000491,57476,67.229,1873772
bunker,PTCW,0.35,112,34.1192,0.86859,32.8328,0.000487,58016,67.081,1883693
bunker,PTCW,0.35,113,34.1250,0.86882,32.8365,0.000497,58852,65.074,1919344
bunker,PTCW,0.35,114,34.1246,0.86885,32.8349,0.000481,57703,68.261,1878421
bunker,PTCW,0.35,115,34.1251,0.86901,32.8405,0.000484,58091,65.558,1883040
bunker,PTCW,0.35,116,34.1358,0.86917,32.8444,0.000489,59252,67.094,1932095
bunker,PTCW,0.35,117,34.1346,0.86929,32.8442,0.000450,57612,69.643,1871556
bunker,PTCW,0.35,118,34.1276,0.86941,32.8487,0.000429,58057,65.148,1890415
bunker,PTCW,0.35,119,34.1371,0.86963,32.8549,0.000461,57555,64.930,1873819
bunker,PTCW,0.35,120,34.1446,0.86972,32.8591,0.000491,58305,65.367,1894826
bunker,PTCW,0.35,121,34.1622,0.86983,32.8609,0.000473,58712,66.317,1917572
bunker,PTCW,0.35,122,34.1756,0.86999,32.8652,0.000473,59264,66.366,1931256
bunker,PTCW,0.35,123,34.2123,0.87020,32.8718,0.000462,58379,67.227,1903180
bunker,PTCW,0.35,124,34.2173,0.87033,32.8750,0.000444,58511,65.477,1903802
bunker,PTCW,0.35,125,34.2306,0.87049,32.8791,0.000464,58177,66.145,1890000
bunker,PTCW,0.35,126,34.2359,0.87046,32.8792,0.000449,57870,70.069,1886351
bunker,PTCW,0.35,127,34.2252,0.87041,32.8779,0.000455,58668,70.474,1900931
bunker,PTCW,0.35,128,34.2472,0.87073,32.8876,0.000446,58216,71.760,1896662
bunker,PTCW,0.35,129,34.2627,0.87078,32.8892,0.000453,58763,70.574,1905519
bunker,PTCW,0.35,130,34.2766,0.87088,32.8895,0.000451,58802,72.536,1916992
bunker,PTCW,0.35,131,34.2773,0.87100,32.8919,0.000433,59336,67.665,1926986
bunker,PTCW,0.35,132,34.2684,0.87101,32.8919,0.000419,57492,66.186,1869015
bunker,PTCW,0.35,133,34.2801,0.87110,32.8958,0.000423,57840,72.765,1879091
bunker,PTCW,0.35,134,34.2930,0.87121,32.8984,0.000418,58200,66.856,1899728
bunker,PTCW,0.35,135,34.3015,0.87139,32.9026,0.000408,58895,67.313,1916358
bunker,PTCW,0.35,136,34.3080,0.87152,32.9078,0.000406,57608,73.217,1885050
bunker,PTCW,0.35,137,34.3180,0.87164,32.9141,0.000421,59012,69.916,1920103
bunker,PTCW,0.35,138,34.3215,0.87165,32.9144,0.000428,58368,68.319,1900506
bunker,PTCW,0.35,139,34.3331,0.87175,32.9153,0.000427,58150,67.109,1886644
bunker,PTCW,0.35,140,34.3305,0.87172,32.9135,0.000388,58118,65.678,1894090
bunker,PTCW,0.35,141,34.3356,0.87181,32.9164,0.000389,57880,67.245,1883482
bunker,PTCW,0.35,142,34.3383,0.87194,32.9210,0.000389,58644,66.656,1900775
bunker,PTCW,0.35,143,34.3450,0.87195,32.9188,0.000403,58306,65.757,1896420
bunker,PTCW,0.35,144,34.3483,0.87204,32.9217,0.000410,57631,67.135,1876817
bunker,PTCW,0.35,145,34.3513,0.87210,32.9240,0.000377,57755,73.124,1879157
bunker,PTCW,0.35,146,34.3487,0.87207,32.9227,0.000387,58491,73.618,1909168
bunker,PTCW,0.35,147,34.3603,0.87224,32.9266,0.000350,58495,68.174,1903209
bunker,PTCW,0.35,148,34.3690,0.87241,32.9297,0.000371,58244,77.969,1896589
bunker,PTCW,0.35,149,34.3774,0.87248,32.9318,0.000379,59579,75.232,1932527
bunker,PTCX,0.35,0,20.5775,0.57701,25.1050,0.000000,57920,87.475,1880041
bunker,PTCX,0.35,1,22.9400,0.64109,26.2068,0.034905,58430,76.819,1904193
bunker,PTCX,0.35,2,24.3926,0.67559,27.1562,0.023153,58057,66.999,1896323
bunker,PTCX,0.35,3,25.5357,0.69961,27.8567,0.017381,57744,68.128,1877816
bunker,PTCX,0.35,4,25.9958,0.71892,28.2737,0.011613,57970,65.774,1882402
bunker,PTCX,0.35,5,26.6753,0.73308,28.6254,0.010230,57653,64.919,1876782
bunker,PTCX,0.35,6,27.2694,0.74599,29.0079,0.008293,57508,68.235,1878613
bunker,PTCX,0.35,7,27.7098,0.75453,29.2416,0.007978,58107,67.381,1890534
bunker,PTCX,0.35,8,28.1543,0.76508,29.5002,0.006653,58263,67.074,1897514
bunker,PTCX,0.35,9,28.3934,0.77118,29.6772,0.005504,57995,67.233,1890344
bunker,PTCX,0.35,10,28.7309,0.77789,29.9069,0.005320,59575,68.202,1943381
bunker,PTCX,0.35,11,29.0856,0.78357,30.0903,0.004572,59717,69.747,1949003
bunker,PTCX,0.35,12,29.3325,0.78996,30.2288,0.004375,57827,68.691,1887903
bunker,PTCX,0.35,13,29.5117,0.79365,30.4051,0.004200,57795,68.835,1880075
bunker,PTCX,0.35,14,29.7944,0.79875,30.5457,0.003763,57901,66.260,1882343
bunker,PTCX,0.35,15,30.0045,0.80395,30.7002,0.003267,58667,66.208,1913759
bunker,PTCX,0.35,16,30.1949,0.80742,30.8405,0.003425,58195,65.099,1896121
bunker,PTCX,0.35,17,30.4413,0.81225,30.9600,0.003165,58128,64.914,1896527
bunker,PTCX,0.35,18,30.6316,0.81508,31.0700,0.002871,58789,65.440,1910949
bunker,PTCX,0.35,19,30.7735,0.81809,31.1670,0.002584,58246,66.555,1905167
bunker,PTCX,0.35,20,30.9358,0.82088,31.2687,0.002531,58084,72.175,1894669
bunker,PTCX,0.35,21,31.0418,0.82354,31.3660,0.002603,57051,67.728,1860260
bunker,PTCX,0.35,22,31.1970,0.82588,31.4475,0.002434,57500,67.102,1873999
bunker,PTCX,0.35,23,31.3444,0.82847,31.5424,0.002285,58178,65.731,1896693
bunker,PTCX,0.35,24,31.4303,0.82973,31.5802,0.002191,58604,67.873,1910572
bunker,PTCX,0.35,25,31.5236,0.83129,31.6313,0.002057,58175,66.188,1893028
bunker,PTCX,0.35,26,31.6526,0.83304,31.6902,0.002013,57545,70.757,1879071
bunker,PTCX,0.35,27,31.7254,0.83492,31.7527,0.001813,59394,68.449,1939307
bunker,PTCX,0.35,28,31.7840,0.83683,31.8159,0.001862,58799,68.068,1915297
bunker,PTCX,0.35,29,31.8742,0.83752,31.8475,0.001871,58693,71.223,1913761
bunker,PTCX,0.35,30,31.9459,0.83823,31.8617,0.001722,57472,66.656,1866291
bunker,PTCX,0.35,31,31.9641,0.83809,31.8457,0.001767,57903,75.076,1884142
bunker,PTCX,0.35,32,32.0744,0.83916,31.8874,0.001631,58273,67.781,1894213
bunker,PTCX,0.35,33,32.1375,0.84029,31.9284,0.001560,58131,65.809,1887308
bunker,PTCX,0.35,34,32.1789,0.84130,31.9600,0.001641,58052,69.909,1886066
bunker,PTCX,0.35,35,32.2225,0.84226,31.9845,0.001473,58709,75.327,1908858
bunker,PTCX,0.35,36,32.2647,0.84346,32.0154,0.001414,58423,67.013,1906578
bunker,PTCX,0.35,37,32.3105,0.84414,32.0411,0.001375,58336,65.957,1895755
bunker,PTCX,0.35,38,32.3318,0.84465,32.0525,0.001389,58449,65.638,1905009
bunker,PTCX,0.35,39,32.4153,0.84534,32.0836,0.001342,57437,65.606,1871462
bunker,PTCX,0.35,40,32.4755,0.84591,32.0958,0.001390,58029,65.440,1887878
bunker,PTCX,0.35,41,32.5300,0.84672,32.1271,0.001338,59430,68.302,1936947
bunker,PTCX,0.35,42,32.5511,0.84769,32.1533,0.001283,58244,73.703,1894372
bunker,PTCX,0.35,43,32.5924,0.84839,32.1586,0.001229,57653,68.667,1876847
bunker,PTCX,0.35,44,32.6433,0.84897,32.1806,0.001224,58559,66.815,1910737
bunker,PTCX,0.35,45,32.7043,0.84993,32.2038,0.001283,58349,66.090,1899339
bunker,PTCX,0.35,46,32.7921,0.85100,32.2398,0.001246,58229,67.358,1887078
bunker,PTCX,0.35,47,32.8380,0.85166,32.2620,0.001119,57696,68.232,1880064
bunker,PTCX,0.35,48,32.9032,0.85213,32.2778,0.001100,58241,69.925,1904579
bunker,PTCX,0.35,49,32.9690,0.85309,32.3072,0.001124,58460,66.527,1901442
bunker,PTCX,0.35,50,33.0311,0.85340,32.3119,0.001063,58406,68.645,1904568
