scene,method,mult,frame,psnr,ssim,gpsnr,flicker,rays,ms,steps
bunker,PTDW,0.35,9,28.7184,0.76692,29.7081,0.005784,58229,75.729,1411420
bunker,PTDW,0.35,10,29.0973,0.77419,29.9223,0.005120,59713,73.096,1440937
bunker,PTDW,0.35,11,29.4310,0.77996,30.2015,0.005158,59572,77.095,1446686
bunker,PTDW,0.35,12,29.8380,0.78774,30.4579,0.004574,57798,73.110,1400054
bunker,PTDW,0.35,13,30.1920,0.79473,30.6826,0.004248,57960,71.272,1407532
bunker,PTDW,0.35,14,30.5013,0.80076,30.8491,0.004125,57752,71.167,1401349
bunker,PTDW,0.35,15,30.7257,0.80537,30.9860,0.003780,58505,71.061,1420555
bunker,PTDW,0.35,16,30.8564,0.80865,31.0539,0.003315,57955,73.432,1402736
bunker,PTDW,0.35,17,30.9997,0.81121,31.1629,0.003218,57936,70.609,1409234
bunker,PTDW,0.35,18,31.0630,0.81249,31.2188,0.003017,58827,73.754,1435954
bunker,PTDW,0.35,19,31.1915,0.81406,31.2716,0.003089,58113,77.330,1413754
bunker,PTDW,0.35,20,31.2801,0.81552,31.3471,0.002685,58214,72.677,1416475
bunker,PTDW,0.35,21,31.3632,0.81785,31.4201,0.002644,57158,70.963,1385429
bunker,PTDW,0.35,22,31.4621,0.81986,31.4777,0.002584,57676,79.726,1392172
bunker,PTDW,0.35,23,31.5527,0.82168,31.5255,0.002434,58267,74.975,1414954
bunker,PTDW,0.35,24,31.6601,0.82394,31.5943,0.002270,58471,72.127,1415801
bunker,PTDW,0.35,25,31.7840,0.82560,31.6384,0.002133,58354,72.051,1413485
bunker,PTDW,0.35,26,31.8895,0.82740,31.6993,0.002106,57643,70.664,1398280
bunker,PTDW,0.35,27,32.0171,0.83008,31.7740,0.002035,59379,70.985,1444200
bunker,PTDW,0.35,28,32.1070,0.83210,31.8288,0.001883,58690,73.429,1424825
bunker,PTDW,0.35,29,32.2073,0.83369,31.8727,0.001882,58714,71.583,1425729
bunker,PTDW,0.35,30,32.3590,0.83613,31.9332,0.001874,57551,73.075,1397885
bunker,PTDW,0.35,31,32.4099,0.83673,31.9631,0.001839,57857,71.837,1409638
bunker,PTDW,0.35,32,32.4652,0.83767,31.9814,0.001718,58393,72.278,1416773
bunker,PTDW,0.35,33,32.4979,0.83861,32.0024,0.001700,58252,75.566,1410650
bunker,PTDW,0.35,34,32.5049,0.83888,32.0051,0.001616,57655,72.756,1405488
bunker,PTDW,0.35,35,32.5966,0.84009,32.0432,0.001776,58523,72.776,1415962
bunker,PTDW,0.35,36,32.6311,0.84058,32.0613,0.001571,58378,71.617,1419623
bunker,PTDW,0.35,37,32.7143,0.84226,32.1104,0.001523,58205,73.072,1414388
bunker,PTDW,0.35,38,32.7717,0.84371,32.1438,0.001478,58527,75.503,1420913
bunker,PTDW,0.35,39,32.8101,0.84447,32.1720,0.001484,57756,77.008,1398579
bunker,PTDW,0.35,40,32.8441,0.84530,32.1949,0.001307,57948,76.433,1400910
bunker,PTDW,0.35,41,32.8793,0.84665,32.2306,0.001434,59230,73.423,1438961
bunker,PTDW,0.35,42,32.9017,0.84697,32.2399,0.001333,58428,72.073,1417207
bunker,PTDW,0.35,43,32.9887,0.84817,32.2751,0.001311,57814,76.619,1408883
bunker,PTDW,0.35,44,33.0555,0.84902,32.3007,0.001348,58649,74.194,1421091
bunker,PTDW,0.35,45,33.0870,0.84955,32.3159,0.001295,58517,73.670,1413565
bunker,PTDW,0.35,46,33.1254,0.85052,32.3485,0.001220,58035,71.746,1410607
bunker,PTDW,0.35,47,33.1690,0.85086,32.3590,0.001223,57639,70.722,1402611
bunker,PTDW,0.35,48,33.1917,0.85134,32.3662,0.001137,58006,71.146,1414816
bunker,PTDW,0.35,49,33.1978,0.85151,32.3669,0.001098,58561,70.695,1425230
bunker,PTDW,0.35,50,33.2069,0.85122,32.3624,0.001185,58212,73.158,1414412
bunker,PTDW,0.35,51,33.2279,0.85179,32.3779,0.001081,57670,78.337,1403620
bunker,PTDW,0.35,52,33.2616,0.85245,32.3994,0.001072,57864,72.478,1401798
bunker,PTDW,0.35,53,33.3083,0.85306,32.4110,0.001103,58110,71.048,1408888
bunker,PTDW,0.35,54,33.3439,0.85357,32.4288,0.001149,59361,79.554,1438823
bunker,PTDW,0.35,55,33.3828,0.85448,32.4614,0.001001,58662,73.370,1418154
bunker,PTDW,0.35,56,33.4041,0.85471,32.4712,0.000997,56826,71.100,1377606
bunker,PTDW,0.35,57,33.4312,0.85532,32.4899,0.000966,58807,72.317,1425258
bunker,PTDW,0.35,58,33.4697,0.85595,32.5024,0.000971,58044,71.977,1409347
bunker,PTDW,0.35,59,33.4924,0.85636,32.5186,0.000929,58617,71.681,1420004
bunker,PTDW,0.35,60,33.5080,0.85670,32.5284,0.000942,58440,70.614,1413953
bunker,PTDW,0.35,61,33.5667,0.85744,32.5431,0.000979,57390,71.029,1396012
bunker,PTDW,0.35,62,33.5986,0.85800,32.5609,0.000894,58199,71.386,1416068
bunker,PTDW,0.35,63,33.6343,0.85863,32.5772,0.000895,58543,73.574,1423968
bunker,PTDW,0.35,64,33.6554,0.85886,32.5820,0.000872,58016,72.478,1411470
bunker,PTDW,0.35,65,33.6708,0.85923,32.5898,0.000854,58096,78.901,1409529
bunker,PTDW,0.35,66,33.6778,0.85951,32.5929,0.000877,58206,72.691,1414583
bunker,PTDW,0.35,67,33.7167,0.85978,32.6067,0.000874,58277,72.290,1423043
bunker,PTDW,0.35,68,33.7326,0.86029,32.6163,0.000834,57581,71.168,1401208
bunker,PTDW,0.35,69,33.7506,0.86056,32.6265,0.000800,58393,71.860,1415505
bunker,PTDW,0.35,70,33.7689,0.86089,32.6382,0.000829,58298,71.740,1414893
bunker,PTDW,0.35,71,33.7866,0.86120,32.6478,0.000826,57970,76.493,1404662
bunker,PTDW,0.35,72,33.8057,0.86130,32.6510,0.000741,57902,75.899,1402270
bunker,PTDW,0.35,73,33.8098,0.86150,32.6553,0.000776,58030,76.047,1405057
bunker,PTDW,0.35,74,33.7957,0.86157,32.6577,0.000755,57417,71.446,1392241
bunker,PTDW,0.35,75,33.8216,0.86226,32.6760,0.000778,58863,76.611,1428196
bunker,PTDW,0.35,76,33.8350,0.86262,32.6823,0.000759,58066,81.501,1409692
bunker,PTDW,0.35,77,33.8560,0.86309,32.6928,0.000761,58211,79.453,1418360
bunker,PTDW,0.35,78,33.8947,0.86345,32.7029,0.000756,58563,75.332,1413072
bunker,PTDW,0.35,79,33.8978,0.86358,32.7066,0.000721,58887,72.470,1429109
bunker,PTDW,0.35,80,33.9030,0.86389,32.7187,0.000710,57783,70.484,1399980
bunker,PTDW,0.35,81,33.9044,0.86417,32.7264,0.000706,58010,69.532,1412363
bunker,PTDW,0.35,82,33.9346,0.86451,32.7379,0.000752,57976,70.749,1408300
bunker,PTDW,0.35,83,33.9487,0.86489,32.7507,0.000665,57367,73.157,1397258
bunker,PTDW,0.35,84,33.9665,0.86509,32.7563,0.000717,58443,73.756,1424231
bunker,PTDW,0.35,85,33.9933,0.86541,32.7677,0.000679,57778,78.016,1405633
bunker,PTDW,0.35,86,33.9944,0.86555,32.7712,0.000649,58284,88.574,1406655
bunker,PTDW,0.35,87,34.0108,0.86596,32.7816,0.000664,57637,73.536,1392631
bunker,PTDW,0.35,88,34.0117,0.86619,32.7872,0.000617,57638,69.863,1396698
bunker,PTDW,0.35,89,34.0233,0.86630,32.7904,0.000670,58584,71.731,1414496
bunker,PTDW,0.35,90,34.0234,0.86630,32.7891,0.000627,59213,70.340,1437344
bunker,PTDW,0.35,91,34.0447,0.86652,32.7955,0.000635,58050,69.820,1409738
bunker,PTDW,0.35,92,34.0554,0.86678,32.8009,0.000642,57822,73.111,1401522
bunker,PTDW,0.35,93,34.0798,0.86702,32.8071,0.000613,58085,72.262,1405781
bunker,PTDW,0.35,94,34.1115,0.86732,32.8139,0.000644,58060,74.532,1409995
bunker,PTDW,0.35,95,34.1318,0.86752,32.8175,0.000614,58489,71.825,1422206
bunker,PTDW,0.35,96,34.1400,0.86764,32.8188,0.000610,57428,74.201,1399496
bunker,PTDW,0.35,97,34.1583,0.86789,32.8280,0.000602,57502,86.911,1391047
bunker,PTDW,0.35,98,34.1807,0.86810,32.8326,0.000586,58870,73.965,1435367
bunker,PTDW,0.35,99,34.1897,0.86820,32.8354,0.000564,58567,73.995,1418108
bunker,PTDW,0.35,100,34.2025,0.86813,32.8347,0.000624,58334,76.376,1419271
bunker,PTDW,0.35,101,34.2100,0.86819,32.8364,0.000557,58161,70.840,1410775
bunker,PTDW,0.35,102,34.2207,0.86835,32.8410,0.000569,59152,70.565,1434203
bunker,PTDW,0.35,103,34.2184,0.86852,32.8470,0.000541,58017,69.774,1406408
bunker,PTDW,0.35,104,34.2418,0.86867,32.8534,0.000571,58398,70.985,1410411
bunker,PTDW,0.35,105,34.2496,0.86867,32.8532,0.000534,58555,71.830,1418076
bunker,PTDW,0.35,106,34.2598,0.86881,32.8563,0.000560,58190,72.559,1414799
bunker,PTDW,0.35,107,34.2673,0.86893,32.8618,0.000513,59022,75.079,1431892
bunker,PTDW,0.35,108,34.2790,0.86911,32.8664,0.000561,58185,75.973,1412202
bunker,PTDW,0.35,109,34.2814,0.86935,32.8730,0.000516,58954,77.273,1425318
bunker,PTDW,0.35,110,34.2933,0.86962,32.8759,0.000491,57908,77.884,1406891
bunker,PTDW,0.35,111,34.2937,0.86973,32.8786,0.000494,57280,70.200,1388941
bunker,PTDW,0.35,112,34.3010,0.86995,32.8823,0.000513,57958,69.274,1405314
bunker,PTDW,0.35,113,34.3160,0.87006,32.8828,0.000531,58973,74.063,1431950
bunker,PTDW,0.35,114,34.3376,0.87014,32.8842,0.000538,57723,71.115,1403316
bunker,PTDW,0.35,115,34.3483,0.87027,32.8855,0.000519,57924,74.980,1407082
bunker,PTDW,0.35,116,34.3604,0.87043,32.8902,0.000485,59450,72.136,1446976
bunker,PTDW,0.35,117,34.3572,0.87054,32.8920,0.000478,57732,73.469,1399098
bunker,PTDW,0.35,118,34.3710,0.87072,32.8989,0.000487,58140,76.926,1407212
bunker,PTDW,0.35,119,34.3636,0.87076,32.9000,0.000474,57670,79.129,1400859
bunker,PTDW,0.35,120,34.3651,0.87080,32.9029,0.000474,58344,78.146,1412802
bunker,PTDW,0.35,121,34.3667,0.87101,32.9083,0.000438,58469,79.776,1423608
bunker,PTDW,0.35,122,34.3626,0.87129,32.9123,0.000491,59147,71.609,1432058
bunker,PTDW,0.35,123,34.3653,0.87144,32.9186,0.000433,58230,71.464,1410212
bunker,PTDW,0.35,124,34.3748,0.87152,32.9184,0.000484,58238,71.435,1410969
bunker,PTDW,0.35,125,34.3756,0.87163,32.9184,0.000442,58007,73.022,1406609
bunker,PTDW,0.35,126,34.3769,0.87163,32.9190,0.000435,57781,74.521,1408056
bunker,PTDW,0.35,127,34.3863,0.87168,32.9208,0.000448,58671,71.438,1427992
bunker,PTDW,0.35,128,34.3960,0.87171,32.9228,0.000463,58396,77.866,1417620
bunker,PTDW,0.35,129,34.4010,0.87180,32.9253,0.000437,58719,84.832,1430178
bunker,PTDW,0.35,130,34.4114,0.87177,32.9284,0.000453,58839,73.147,1434410
bunker,PTDW,0.35,131,34.4264,0.87197,32.9314,0.000448,59168,72.800,1438011
bunker,PTDW,0.35,132,34.4417,0.87216,32.9361,0.000458,57735,72.035,1398546
bunker,PTDW,0.35,133,34.4601,0.87231,32.9409,0.000444,57657,72.435,1394629
bunker,PTDW,0.35,134,34.4706,0.87240,32.9414,0.000450,57987,71.737,1410280
bunker,PTDW,0.35,135,34.4709,0.87237,32.9386,0.000419,58973,72.904,1429481
bunker,PTDW,0.35,136,34.4798,0.87255,32.9454,0.000409,57592,71.000,1395923
bunker,PTDW,0.35,137,34.4918,0.87277,32.9500,0.000438,59164,73.024,1432672
bunker,PTDW,0.35,138,34.4962,0.87287,32.9526,0.000414,58482,75.978,1419101
bunker,PTDW,0.35,139,34.5067,0.87312,32.9575,0.000412,58304,74.792,1413211
bunker,PTDW,0.35,140,34.5109,0.87315,32.9616,0.000430,58316,73.379,1415426
bunker,PTDW,0.35,141,34.5204,0.87323,32.9637,0.000427,57832,74.700,1411420
bunker,PTDW,0.35,142,34.5221,0.87325,32.9656,0.000407,58369,71.482,1421121
bunker,PTDW,0.35,143,34.5188,0.87323,32.9639,0.000389,58306,69.649,1415730
bunker,PTDW,0.35,144,34.5235,0.87325,32.9650,0.000394,57343,69.713,1394371
bunker,PTDW,0.35,145,34.5376,0.87324,32.9629,0.000408,57845,91.776,1406396
bunker,PTDW,0.35,146,34.5352,0.87330,32.9652,0.000393,58698,91.787,1429004
bunker,PTDW,0.35,147,34.5402,0.87336,32.9665,0.000391,58428,77.790,1417714
bunker,PTDW,0.35,148,34.5451,0.87356,32.9714,0.000398,58351,77.361,1417890
bunker,PTDW,0.35,149,34.5609,0.87362,32.9738,0.000386,59310,75.877,1438900
bunker,PTDX,0.35,0,21.1059,0.55161,24.9888,0.000000,57871,70.657,1885172
bunker,PTDX,0.35,1,23.3718,0.60934,25.9623,0.034578,58277,72.061,1903075
bunker,PTDX,0.35,2,24.6980,0.64937,26.7156,0.021630,57978,70.097,1887554
bunker,PTDX,0.35,3,25.6601,0.67735,27.6038,0.015989,57711,75.157,1880687
bunker,PTDX,0.35,4,26.3440,0.69959,28.0765,0.012597,57765,73.018,1873069
bunker,PTDX,0.35,5,26.5639,0.70883,28.3430,0.010830,57426,72.150,1867949
bunker,PTDX,0.35,6,27.1084,0.72462,28.7591,0.009251,57433,77.077,1865597
bunker,PTDX,0.35,7,27.6850,0.73876,29.1147,0.008053,58111,71.626,1887528
bunker,PTDX,0.35,8,28.1775,0.75028,29.3627,0.006966,57977,70.072,1886784
bunker,PTDX,0.35,9,28.5874,0.75768,29.5997,0.006074,58229,70.504,1892889
bunker,PTDX,0.35,10,28.9712,0.76563,29.8183,0.005366,59713,72.577,1934952
bunker,PTDX,0.35,11,29.3068,0.77172,30.0974,0.005379,59572,72.169,1941113
bunker,PTDX,0.35,12,29.7184,0.78034,30.3631,0.004790,57798,70.013,1880890
bunker,PTDX,0.35,13,30.0746,0.78780,30.5913,0.004424,57960,70.250,1883889
bunker,PTDX,0.35,14,30.3772,0.79428,30.7610,0.004285,57752,69.945,1879967
bunker,PTDX,0.35,15,30.5964,0.79916,30.9004,0.003916,58505,69.848,1904840
bunker,PTDX,0.35,16,30.7269,0.80250,30.9700,0.003454,57955,69.071,1883021
bunker,PTDX,0.35,17,30.8722,0.80524,31.0776,0.003353,57936,82.708,1892932
bunker,PTDX,0.35,18,30.9322,0.80667,31.1360,0.003132,58827,72.966,1922872
bunker,PTDX,0.35,19,31.0520,0.80801,31.1836,0.003194,58113,70.150,1896684
bunker,PTDX,0.35,20,31.1398,0.80953,31.2588,0.002792,58214,69.677,1901174
bunker,PTDX,0.35,21,31.2320,0.81222,31.3372,0.002742,57158,69.223,1858646
bunker,PTDX,0.35,22,31.3286,0.81424,31.3959,0.002694,57676,69.868,1867537
bunker,PTDX,0.35,23,31.4286,0.81637,31.4492,0.002548,58267,71.224,1898572
bunker,PTDX,0.35,24,31.5384,0.81866,31.5185,0.002371,58471,71.197,1897084
bunker,PTDX,0.35,25,31.6650,0.82041,31.5624,0.002233,58354,71.250,1892932
bunker,PTDX,0.35,26,31.7713,0.82225,31.6243,0.002209,57643,69.249,1875268
bunker,PTDX,0.35,27,31.9018,0.82513,31.7002,0.002142,59379,73.303,1935435
bunker,PTDX,0.35,28,31.9913,0.82727,31.7579,0.001977,58690,86.463,1911143
bunker,PTDX,0.35,29,32.0941,0.82910,31.8066,0.001973,58714,72.080,1912053
bunker,PTDX,0.35,30,32.2467,0.83161,31.8680,0.001967,57551,69.195,1876724
bunker,PTDX,0.35,31,32.2977,0.83217,31.8980,0.001924,57857,75.364,1889193
bunker,PTDX,0.35,32,32.3515,0.83307,31.9155,0.001803,58393,72.129,1901870
bunker,PTDX,0.35,33,32.3884,0.83419,31.9373,0.001780,58252,70.227,1895452
bunker,PTDX,0.35,34,32.3980,0.83455,31.9410,0.001688,57655,71.693,1883997
bunker,PTDX,0.35,35,32.4917,0.83578,31.9780,0.001844,58523,72.691,1901134
bunker,PTDX,0.35,36,32.5281,0.83633,31.9983,0.001637,58378,70.986,1903004
bunker,PTDX,0.35,37,32.6123,0.83813,32.0473,0.001603,58205,70.773,1897762
bunker,PTDX,0.35,38,32.6711,0.83968,32.0834,0.001550,58527,72.278,1905688
bunker,PTDX,0.35,39,32.7095,0.84041,32.1110,0.001556,57756,91.196,1876429
bunker,PTDX,0.35,40,32.7447,0.84129,32.1344,0.001378,57948,73.305,1876483
bunker,PTDX,0.35,41,32.7819,0.84274,32.1715,0.001499,59230,75.180,1930420
bunker,PTDX,0.35,42,32.8075,0.84325,32.1829,0.001395,58428,72.712,1903739
bunker,PTDX,0.35,43,32.8955,0.84451,32.2188,0.001384,57814,73.875,1889128
bunker,PTDX,0.35,44,32.9638,0.84545,32.2454,0.001412,58649,72.436,1906110
bunker,PTDX,0.35,45,32.9983,0.84606,32.2617,0.001367,58517,69.859,1898038
bunker,PTDX,0.35,46,33.0362,0.84700,32.2948,0.001284,58035,70.438,1890117
bunker,PTDX,0.35,47,33.0811,0.84745,32.3071,0.001289,57639,69.354,1881406
bunker,PTDX,0.35,48,33.1052,0.84794,32.3143,0.001200,58006,68.908,1889840
bunker,PTDX,0.35,49,33.1119,0.84814,32.3146,0.001156,58561,70.428,1912205
bunker,PTDX,0.35,50,33.1203,0.84791,32.3107,0.001236,58212,79.352,1895863
bunker,PTDX,0.35,51,33.1403,0.84849,32.3259,0.001137,57670,70.829,1879235
bunker,PTDX,0.35,52,33.1740,0.84915,32.3478,0.001121,57864,71.741,1881251
bunker,PTDX,0.35,53,33.2219,0.84972,32.3581,0.001155,58110,73.638,1887724
bunker,PTDX,0.35,54,33.2578,0.85024,32.3762,0.001204,59361,70.190,1928101
bunker,PTDX,0.35,55,33.2976,0.85121,32.4102,0.001058,58662,70.525,1903531
bunker,PTDX,0.35,56,33.3192,0.85149,32.4208,0.001045,56826,68.671,1842742
bunker,PTDX,0.35,57,33.3478,0.85219,32.4408,0.001011,58807,70.251,1911563
bunker,PTDX,0.35,58,33.3891,0.85290,32.4542,0.001019,58044,71.156,1890056
bunker,PTDX,0.35,59,33.4122,0.85331,32.4709,0.000982,58617,70.477,1906100
bunker,PTDX,0.35,60,33.4294,0.85364,32.4813,0.000985,58440,87.467,1895500
bunker,PTDX,0.35,61,33.4874,0.85438,32.4967,0.001026,57390,74.769,1872768
bunker,PTDX,0.35,62,33.5179,0.85498,32.5144,0.000938,58199,68.913,1897285
bunker,PTDX,0.35,63,33.5547,0.85572,32.5332,0.000941,58543,70.245,1908069
bunker,PTDX,0.35,64,33.5757,0.85595,32.5366,0.000912,58016,69.952,1891697
bunker,PTDX,0.35,65,33.5905,0.85630,32.5448,0.000896,58096,72.040,1893516
bunker,PTDX,0.35,66,33.5954,0.85658,32.5479,0.000924,58206,69.788,1898220
bunker,PTDX,0.35,67,33.6347,0.85688,32.5612,0.000914,58277,70.523,1907166
bunker,PTDX,0.35,68,33.6535,0.85753,32.5735,0.000877,57581,69.438,1873183
bunker,PTDX,0.35,69,33.6732,0.85786,32.5851,0.000841,58393,71.332,1896506
bunker,PTDX,0.35,70,33.6931,0.85826,32.5974,0.000866,58298,71.217,1894324
bunker,PTDX,0.35,71,33.7138,0.85865,32.6083,0.000866,57970,89.543,1883099
bunker,PTDX,0.35,72,33.7354,0.85885,32.6126,0.000785,57902,75.291,1882409
bunker,PTDX,0.35,73,33.7399,0.85903,32.6164,0.000815,58030,69.529,1889577
bunker,PTDX,0.35,74,33.7272,0.85911,32.6185,0.000794,57417,71.304,1864243
bunker,PTDX,0.35,75,33.7551,0.85989,32.6386,0.000821,58863,71.284,1917443
bunker,PTDX,0.35,76,33.7699,0.86030,32.6457,0.000795,58066,70.505,1892329
bunker,PTDX,0.35,77,33.7915,0.86076,32.6558,0.000799,58211,68.362,1903091
bunker,PTDX,0.35,78,33.8316,0.86118,32.6673,0.000795,58563,69.800,1894610
bunker,PTDX,0.35,79,33.8340,0.86132,32.6704,0.000761,58887,71.637,1916076
bunker,PTDX,0.35,80,33.8410,0.86169,32.6822,0.000745,57783,69.659,1876044
bunker,PTDX,0.35,81,33.8417,0.86199,32.6906,0.000740,58010,69.932,1892347
bunker,PTDX,0.35,82,33.8700,0.86231,32.7008,0.000789,57976,83.825,1888080
bunker,PTDX,0.35,83,33.8849,0.86266,32.7133,0.000698,57367,70.957,1872031
bunker,PTDX,0.35,84,33.9041,0.86293,32.7202,0.000746,58443,70.185,1906784
bunker,PTDX,0.35,85,33.9321,0.86324,32.7320,0.000714,57778,70.389,1884088
bunker,PTDX,0.35,86,33.9348,0.86340,32.7366,0.000679,58284,70.903,1887699
bunker,PTDX,0.35,87,33.9513,0.86381,32.7470,0.000701,57637,73.735,1867737
bunker,PTDX,0.35,88,33.9535,0.86402,32.7526,0.000650,57638,70.974,1874634
bunker,PTDX,0.35,89,33.9651,0.86412,32.7561,0.000706,58584,71.371,1898735
bunker,PTDX,0.35,90,33.9670,0.86417,32.7552,0.000657,59213,71.203,1928128
bunker,PTDX,0.35,91,33.9892,0.86443,32.7625,0.000668,58050,69.168,1890660
bunker,PTDX,0.35,92,34.0012,0.86473,32.7682,0.000673,57822,68.666,1880486
bunker,PTDX,0.35,93,34.0273,0.86507,32.7758,0.000650,58085,92.295,1887457
bunker,PTDX,0.35,94,34.0586,0.86537,32.7838,0.000672,58060,71.558,1895506
bunker,PTDX,0.35,95,34.0796,0.86562,32.7880,0.000645,58489,70.009,1905045
bunker,PTDX,0.35,96,34.0879,0.86576,32.7897,0.000640,57428,69.703,1875535
bunker,PTDX,0.35,97,34.1063,0.86604,32.7989,0.000630,57502,69.749,1870802
bunker,PTDX,0.35,98,34.1280,0.86628,32.8033,0.000618,58870,68.987,1923819
bunker,PTDX,0.35,99,34.1383,0.86640,32.8066,0.000597,58567,70.958,1909363
bunker,PTDX,0.35,100,34.1506,0.86632,32.8061,0.000649,58334,71.147,1898203
bunker,PTDX,0.35,101,34.1590,0.86639,32.8071,0.000585,58161,72.158,1892645
bunker,PTDX,0.35,102,34.1702,0.86657,32.8122,0.000596,59152,72.554,1920993
bunker,PTDX,0.35,103,34.1676,0.86674,32.8178,0.000565,58017,70.307,1885723
bunker,PTDX,0.35,104,34.1910,0.86688,32.8239,0.000599,58398,86.869,1892284
bunker,PTDX,0.35,105,34.1986,0.86688,32.8243,0.000563,58555,69.531,1904163
bunker,PTDX,0.35,106,34.2093,0.86704,32.8279,0.000588,58190,70.393,1893200
bunker,PTDX,0.35,107,34.2185,0.86723,32.8351,0.000539,59022,72.552,1919032
bunker,PTDX,0.35,108,34.2311,0.86746,32.8407,0.000587,58185,69.868,1889478
bunker,PTDX,0.35,109,34.2350,0.86777,32.8483,0.000542,58954,70.340,1915259
bunker,PTDX,0.35,110,34.2480,0.86809,32.8514,0.000515,57908,74.348,1887161
bunker,PTDX,0.35,111,34.2482,0.86821,32.8541,0.000518,57280,74.723,1866085
bunker,PTDX,0.35,112,34.2558,0.86841,32.8573,0.000540,57958,72.307,1889203
bunker,PTDX,0.35,113,34.2717,0.86857,32.8580,0.000558,58973,74.234,1920065
bunker,PTDX,0.35,114,34.2915,0.86860,32.8586,0.000563,57723,75.531,1879338
bunker,PTDX,0.35,115,34.3034,0.86877,32.8611,0.000541,57924,71.724,1886917
bunker,PTDX,0.35,116,34.3156,0.86894,32.8666,0.000506,59450,72.113,1939675
bunker,PTDX,0.35,117,34.3121,0.86906,32.8683,0.000501,57732,69.767,1876094
bunker,PTDX,0.35,118,34.3257,0.86925,32.8757,0.000511,58140,70.037,1887847
bunker,PTDX,0.35,119,34.3194,0.86932,32.8774,0.000499,57670,69.154,1874943
bunker,PTDX,0.35,120,34.3211,0.86935,32.8804,0.000495,58344,68.350,1893880
bunker,PTDX,0.35,121,34.3235,0.86958,32.8865,0.000459,58469,72.255,1905704
bunker,PTDX,0.35,122,34.3206,0.86990,32.8909,0.000514,59147,71.618,1917786
bunker,PTDX,0.35,123,34.3252,0.87010,32.8982,0.000456,58230,70.305,1888948
bunker,PTDX,0.35,124,34.3345,0.87014,32.8974,0.000503,58238,70.588,1890284
bunker,PTDX,0.35,125,34.3365,0.87029,32.8982,0.000463,58007,71.391,1886502
bunker,PTDX,0.35,126,34.3373,0.87026,32.8982,0.000459,57781,70.694,1888706
bunker,PTDX,0.35,127,34.3463,0.87030,32.8998,0.000473,58671,71.181,1917529
bunker,PTDX,0.35,128,34.3567,0.87036,32.9024,0.000489,58396,75.355,1904663
bunker,PTDX,0.35,129,34.3623,0.87047,32.9051,0.000459,58719,83.160,1916175
bunker,PTDX,0.35,130,34.3725,0.87044,32.9080,0.000476,58839,70.240,1921345
bunker,PTDX,0.35,131,34.3851,0.87063,32.9097,0.000470,59168,71.596,1927083
bunker,PTDX,0.35,132,34.4019,0.87084,32.9160,0.000479,57735,68.097,1877027
bunker,PTDX,0.35,133,34.4203,0.87103,32.9214,0.000466,57657,69.265,1870261
bunker,PTDX,0.35,134,34.4298,0.87111,32.9211,0.000470,57987,70.519,1892936
bunker,PTDX,0.35,135,34.4322,0.87113,32.9193,0.000438,58973,74.047,1917365
bunker,PTDX,0.35,136,34.4420,0.87135,32.9266,0.000432,57592,84.072,1872216
bunker,PTDX,0.35,137,34.4539,0.87156,32.9308,0.000457,59164,69.875,1921476
bunker,PTDX,0.35,138,34.4577,0.87167,32.9325,0.000435,58482,70.294,1902033
bunker,PTDX,0.35,139,34.4694,0.87196,32.9380,0.000432,58304,69.844,1896002
bunker,PTDX,0.35,140,34.4736,0.87198,32.9415,0.000449,58316,70.418,1894659
bunker,PTDX,0.35,141,34.4824,0.87205,32.9436,0.000450,57832,69.989,1893488
bunker,PTDX,0.35,142,34.4847,0.87207,32.9459,0.000426,58369,71.422,1908674
bunker,PTDX,0.35,143,34.4819,0.87207,32.9442,0.000412,58306,73.064,1902633
bunker,PTDX,0.35,144,34.4863,0.87206,32.9446,0.000415,57343,69.309,1868049
bunker,PTDX,0.35,145,34.4998,0.87206,32.9422,0.000429,57845,71.791,1887531
bunker,PTDX,0.35,146,34.4975,0.87211,32.9449,0.000412,58698,72.057,1917740
bunker,PTDX,0.35,147,34.5028,0.87219,32.9468,0.000407,58428,82.646,1902438
bunker,PTDX,0.35,148,34.5089,0.87242,32.9523,0.000415,58351,70.867,1901883
bunker,PTDX,0.35,149,34.5249,0.87250,32.9558,0.000403,59310,73.186,1928656
bunker,PTDY,0.35,0,21.1836,0.56896,25.0955,0.000000,57871,69.567,1885172
bunker,PTDY,0.35,1,23.5266,0.62921,26.1019,0.033718,58277,69.500,1903075
bunker,PTDY,0.35,2,24.9025,0.67120,26.8808,0.020762,57978,74.107,1887554
bunker,PTDY,0.35,3,25.8471,0.69639,27.7562,0.015150,57711,75.200,1880687
bunker,PTDY,0.35,4,26.5193,0.71631,28.2109,0.012025,57765,78.341,1873069
bunker,PTDY,0.35,5,26.7109,0.72530,28.4819,0.010516,57426,78.210,1867949
bunker,PTDY,0.35,6,27.2563,0.74048,28.9008,0.008882,57433,100.251,1865597
bunker,PTDY,0.35,7,27.8332,0.75264,29.2396,0.007810,58111,72.849,1887528
bunker,PTDY,0.35,8,28.3413,0.76349,29.4983,0.006653,57977,71.629,1886784
bunker,PTDY,0.35,9,28.7832,0.77102,29.7524,0.005678,58229,93.589,1892889
bunker,PTDY,0.35,10,29.1648,0.77888,29.9715,0.005036,59713,73.797,1934952
bunker,PTDY,0.35,11,29.4998,0.78464,30.2532,0.005070,59572,72.478,1941113
