scene,method,mult,frame,psnr,ssim,flicker,rays,ms,steps
bunker,FCGI,1.00,45,30.9757,0.67671,0.002293,105852,93.272,3333586
bunker,FCGI,1.00,46,30.9759,0.67634,0.002438,105628,67.702,3326697
bunker,FCGI,1.00,47,30.9766,0.67568,0.002228,105741,127.145,3334168
bunker,FCGI,1.00,48,31.0037,0.67628,0.002397,105784,97.492,3323989
bunker,FCGI,1.00,49,30.9889,0.67604,0.002324,105964,79.495,3337765
bunker,FCGI,1.00,50,31.0120,0.67579,0.002314,105851,83.243,3336387
bunker,FCGI,1.00,51,31.0095,0.67530,0.002262,105686,113.566,3325434
bunker,FCGI,1.00,52,31.0368,0.67559,0.002279,105617,84.809,3328499
bunker,FCGI,1.00,53,31.0557,0.67615,0.002234,105728,78.180,3338309
bunker,FCGI,1.00,54,31.0670,0.67609,0.002220,105965,71.485,3337011
bunker,FCGI,1.00,55,31.0655,0.67609,0.002255,105621,62.209,3318594
bunker,FCGI,1.00,56,31.0683,0.67620,0.002301,105590,73.178,3334176
bunker,FCGI,1.00,57,31.0888,0.67616,0.002295,105662,104.418,3337425
bunker,FCGI,1.00,58,31.1113,0.67656,0.002220,105826,80.719,3329174
bunker,FCGI,1.00,59,31.0979,0.67648,0.002228,105840,98.445,3331318
bunker,FCGI,1.00,60,31.0951,0.67654,0.002339,106041,222.165,3338292
bunker,FCGI,1.00,61,31.1027,0.67658,0.002342,105927,119.822,3334014
bunker,FCGI,1.00,62,31.1178,0.67701,0.002269,105677,98.193,3331025
bunker,FCGI,1.00,63,31.1025,0.67649,0.002380,105797,85.472,3324610
bunker,FCGI,1.00,64,31.0906,0.67631,0.002390,105794,69.955,3333326
bunker,FCGI,1.00,65,31.0881,0.67626,0.002321,105785,110.372,3326038
bunker,FCGI,1.00,66,31.0964,0.67613,0.002263,105801,88.287,3331304
bunker,FCGI,1.00,67,31.0999,0.67621,0.002249,105767,76.315,3331497
bunker,FCGI,1.00,68,31.0963,0.67670,0.002310,105970,103.463,3339534
bunker,FCGI,1.00,69,31.1303,0.67742,0.002250,105736,90.289,3325362
bunker,FCGI,1.00,70,31.1254,0.67715,0.002252,105791,89.499,3320515
bunker,FCGI,1.00,71,31.1257,0.67705,0.002265,105754,86.665,3333408
bunker,FCGI,1.00,72,31.1369,0.67759,0.002387,105689,76.711,3327168
bunker,FCGI,1.00,73,31.1273,0.67751,0.002359,106027,80.702,3337128
bunker,FCGI,1.00,74,31.0815,0.67744,0.002273,105535,85.476,3326162
bunker,FCGI,1.00,75,25.1701,0.70237,0.011576,106269,167.720,3399384
bunker,FCGI,1.00,76,25.7265,0.70431,0.005033,106352,127.028,3393522
bunker,FCGI,1.00,77,26.2316,0.70783,0.004158,106594,122.569,3386493
bunker,FCGI,1.00,78,26.6488,0.70938,0.003683,106460,118.776,3392799
bunker,FCGI,1.00,79,27.0305,0.71144,0.003364,106610,101.952,3399716
bunker,FCGI,1.00,80,27.3460,0.71286,0.003061,106621,85.693,3400024
bunker,FCGI,1.00,81,27.6716,0.71524,0.002939,106218,121.115,3403119
bunker,FCGI,1.00,82,27.9580,0.71736,0.002609,106160,115.189,3384526
bunker,FCGI,1.00,83,28.2615,0.71870,0.002716,105906,175.316,3373295
bunker,FCGI,1.00,84,28.4971,0.71962,0.002382,106084,131.573,3379518
bunker,FCGI,1.00,85,28.6971,0.71973,0.002328,106013,171.116,3386403
bunker,FCGI,1.00,86,28.8983,0.71969,0.002375,105828,264.101,3379189
bunker,FCGI,1.00,87,29.1064,0.71995,0.002267,106068,157.277,3376610
bunker,FCGI,1.00,88,29.3162,0.72109,0.002291,106120,111.302,3378554
bunker,FCGI,1.00,89,29.5029,0.72221,0.002209,106403,143.710,3386357
bunker,FCGI,1.00,90,29.6714,0.72261,0.002013,106590,89.607,3397588
bunker,FCGI,1.00,91,29.8395,0.72327,0.002067,106640,75.996,3386739
bunker,FCGI,1.00,92,29.9956,0.72357,0.002092,106999,68.254,3415432
bunker,FCGI,1.00,93,30.1544,0.72411,0.002211,106654,93.459,3404605
bunker,FCGI,1.00,94,30.3227,0.72429,0.002265,106152,118.495,3396392
bunker,FCGI,1.00,95,30.4503,0.72475,0.002086,106106,105.737,3383386
bunker,FCGI,1.00,96,30.5749,0.72524,0.002220,105794,90.305,3370127
bunker,FCGI,1.00,97,30.6752,0.72582,0.001991,106158,81.252,3389951
bunker,FCGI,1.00,98,30.7691,0.72627,0.002052,106158,77.885,3390683
bunker,FCGI,1.00,99,30.0397,0.72341,0.002522,106128,69.438,3386789
bunker,FCGI,1.00,100,30.1505,0.72382,0.002031,105838,115.559,3373922
bunker,FCGI,1.00,101,30.2499,0.72427,0.002003,106126,94.330,3384844
bunker,FCGI,1.00,102,30.3346,0.72421,0.001942,106242,123.261,3389989
bunker,FCGI,1.00,103,30.4274,0.72448,0.001933,106517,104.623,3386871
bunker,FCGI,1.00,104,30.4529,0.72392,0.002009,106536,118.192,3391317
bunker,FCGI,1.00,105,30.5239,0.72369,0.002093,106554,136.695,3392150
bunker,FCGI,1.00,106,30.6118,0.72411,0.002145,106601,115.444,3402620
bunker,FCGI,1.00,107,30.6686,0.72396,0.002128,106103,115.218,3387445
bunker,FCGI,1.00,108,30.7394,0.72475,0.001974,105954,96.162,3378560
bunker,FCGI,1.00,109,30.8027,0.72553,0.002024,105751,112.614,3379285
bunker,FCGI,1.00,110,30.8622,0.72536,0.002050,105752,113.522,3382583
bunker,FCGI,1.00,111,30.9261,0.72606,0.002027,106173,89.528,3387780
bunker,FCGI,1.00,112,30.9653,0.72600,0.002031,106007,112.943,3382112
bunker,FCGI,1.00,113,31.0026,0.72553,0.002056,106109,111.628,3378759
bunker,FCGI,1.00,114,31.0331,0.72530,0.002000,106339,104.125,3396338
bunker,FCGI,1.00,115,31.0738,0.72518,0.001918,106183,74.512,3383681
bunker,FCGI,1.00,116,31.0898,0.72563,0.001741,106617,71.758,3384731
bunker,FCGI,1.00,117,31.1288,0.72576,0.001971,106711,91.969,3398621
bunker,FCGI,1.00,118,31.1785,0.72581,0.001864,106716,90.797,3387383
bunker,FCGI,1.00,119,31.2013,0.72615,0.002035,106567,91.045,3398510
bunker,FCGI,1.00,120,31.1756,0.72534,0.002038,105964,83.874,3376384
bunker,FCGI,1.00,121,31.1842,0.72511,0.002062,106161,86.344,3382081
bunker,FCGI,1.00,122,31.2099,0.72495,0.001990,106127,83.191,3380535
bunker,FCGI,1.00,123,31.2316,0.72504,0.001978,105945,98.542,3376840
bunker,FCGI,1.00,124,31.2625,0.72500,0.001938,106062,92.420,3384666
bunker,FCGI,1.00,125,31.2761,0.72472,0.002077,105823,98.502,3370701
bunker,FCGI,1.00,126,31.2964,0.72507,0.002089,106166,105.077,3390974
bunker,FCGI,1.00,127,31.3080,0.72453,0.001959,106193,107.144,3380417
bunker,FCGI,1.00,128,31.2772,0.72406,0.001965,106474,94.105,3392258
bunker,FCGI,1.00,129,31.2785,0.72370,0.001800,106685,107.373,3395522
bunker,FCGI,1.00,130,31.2915,0.72395,0.001910,106580,126.250,3389734
bunker,FCGI,1.00,131,31.3118,0.72426,0.002047,106839,93.877,3401330
bunker,FCGI,1.00,132,31.3286,0.72434,0.002097,106692,94.864,3406580
bunker,FCGI,1.00,133,31.3439,0.72421,0.002014,105897,78.780,3370051
bunker,FCGI,1.00,134,31.3357,0.72384,0.002072,106006,84.369,3381247
bunker,FCGI,1.00,135,31.3535,0.72415,0.001980,105936,89.183,3380387
bunker,FCGI,1.00,136,31.3451,0.72447,0.002017,106121,76.303,3386238
bunker,FCGI,1.00,137,31.3799,0.72506,0.001994,105905,94.668,3383736
bunker,FCGI,1.00,138,31.3875,0.72518,0.001981,106100,105.639,3386309
bunker,FCGI,1.00,139,31.4084,0.72537,0.001972,106061,100.077,3385090
bunker,FCGI,1.00,140,31.4176,0.72580,0.001943,106258,81.657,3381499
bunker,FCGI,1.00,141,31.4359,0.72616,0.001845,106259,69.740,3392598
bunker,FCGI,1.00,142,31.4596,0.72691,0.001757,106729,65.526,3384567
bunker,FCGI,1.00,143,31.4865,0.72780,0.001938,106574,84.158,3397383
bunker,FCGI,1.00,144,31.5066,0.72845,0.001954,106565,109.734,3397881
bunker,FCGI,1.00,145,31.5024,0.72835,0.002020,106227,103.152,3392706
bunker,FCGI,1.00,146,31.5030,0.72857,0.002013,106061,86.912,3394680
bunker,FCGI,1.00,147,31.5134,0.72884,0.002037,106184,79.892,3374950
bunker,FCGI,1.00,148,31.4848,0.72869,0.002047,105813,95.062,3374334
bunker,FCGI,1.00,149,31.4929,0.72884,0.002047,105974,70.415,3385666
bunker,GFC,1.00,0,19.7438,0.51532,0.000000,96934,103.951,3009640
bunker,GFC,1.00,1,21.2500,0.58855,0.021769,94880,107.013,2905314
bunker,GFC,1.00,2,22.1529,0.61692,0.011383,95447,106.588,2963057
bunker,GFC,1.00,3,22.8206,0.63207,0.007769,95838,107.173,2979627
bunker,GFC,1.00,4,23.3171,0.64319,0.005508,95421,119.407,2918862
bunker,GFC,1.00,5,23.7763,0.65143,0.004710,95515,101.453,2932034
bunker,GFC,1.00,6,24.1370,0.65726,0.003843,97102,126.754,3011870
bunker,GFC,1.00,7,24.3917,0.66103,0.002906,97944,105.336,3052840
bunker,GFC,1.00,8,24.7057,0.66471,0.003107,95712,94.538,2941807
bunker,GFC,1.00,9,25.9712,0.66945,0.010166,95579,105.711,2959890
bunker,GFC,1.00,10,26.9999,0.67200,0.008678,95422,88.747,2962091
bunker,GFC,1.00,11,27.8921,0.67392,0.007736,95108,115.345,2912153
bunker,GFC,1.00,12,28.5654,0.67565,0.006643,95382,123.051,2921105
bunker,GFC,1.00,13,28.9798,0.67733,0.005902,96569,117.634,2985773
bunker,GFC,1.00,14,29.0378,0.67449,0.006204,97791,120.222,3039610
bunker,GFC,1.00,15,29.1555,0.67572,0.004492,95415,121.951,2931896
bunker,GFC,1.00,16,29.1154,0.67602,0.004686,96024,99.187,2965244
bunker,GFC,1.00,17,29.0507,0.67651,0.004828,95954,113.498,2994226
bunker,GFC,1.00,18,28.9849,0.67725,0.004299,95920,106.118,2956114
bunker,GFC,1.00,19,28.8736,0.67787,0.004114,95091,112.445,2909013
bunker,GFC,1.00,20,28.7728,0.67722,0.003931,95643,107.858,2949250
bunker,GFC,1.00,21,28.5992,0.67706,0.004242,97476,128.101,3035523
bunker,GFC,1.00,22,28.3977,0.67774,0.004187,95958,148.569,2957934
bunker,GFC,1.00,23,28.1945,0.67540,0.004214,95543,130.902,2949707
bunker,GFC,1.00,24,28.0569,0.67460,0.003873,95823,135.386,2985472
bunker,GFC,1.00,25,27.8228,0.67042,0.004017,95806,127.699,2946094
bunker,GFC,1.00,26,27.6734,0.66968,0.003709,95754,136.283,2930265
bunker,GFC,1.00,27,27.6131,0.66989,0.003570,96087,122.230,2949774
bunker,GFC,1.00,28,27.4734,0.67024,0.003972,97699,247.392,3045321
bunker,GFC,1.00,29,27.4221,0.67051,0.003717,95832,140.370,2951666
bunker,GFC,1.00,30,27.4126,0.67044,0.003738,95246,112.537,2932784
bunker,GFC,1.00,31,27.3041,0.67005,0.003858,95613,117.921,2974571
bunker,GFC,1.00,32,27.1866,0.66748,0.004136,95768,120.278,2961346
bunker,GFC,1.00,33,27.1748,0.66735,0.003899,95415,111.966,2923790
bunker,GFC,1.00,34,27.0606,0.66654,0.003977,95360,116.178,2922404
bunker,GFC,1.00,35,27.0022,0.66522,0.003953,97995,168.640,3050141
bunker,GFC,1.00,36,27.0650,0.66585,0.003691,97069,139.568,3010648
bunker,GFC,1.00,37,27.0760,0.66518,0.003626,95679,150.368,2932437
bunker,GFC,1.00,38,27.0731,0.66638,0.004004,95300,178.926,2958082
bunker,GFC,1.00,39,27.1529,0.66835,0.003533,95378,170.529,2961108
bunker,GFC,1.00,40,27.0942,0.66791,0.003623,95207,231.735,2915318
bunker,GFC,1.00,41,27.1478,0.66825,0.003719,95468,114.570,2929768
bunker,GFC,1.00,42,27.0781,0.66864,0.003486,97344,128.256,3028884
bunker,GFC,1.00,43,27.0802,0.66980,0.003543,97228,113.202,3021987
bunker,GFC,1.00,44,26.9436,0.66913,0.003822,95540,150.170,2921480
bunker,GFC,1.00,45,26.9309,0.67028,0.003543,96026,129.954,2978088
bunker,GFC,1.00,46,26.9347,0.67035,0.003574,96105,111.394,3000261
bunker,GFC,1.00,47,26.9526,0.66951,0.003577,95295,116.411,2904640
bunker,GFC,1.00,48,26.9209,0.66865,0.003710,95072,126.346,2920719
bunker,GFC,1.00,49,26.8984,0.66913,0.003366,96731,130.477,2997770
bunker,GFC,1.00,50,26.9440,0.66978,0.003281,97334,159.666,3040283
bunker,GFC,1.00,51,26.9179,0.67020,0.003520,95396,107.460,2925328
bunker,GFC,1.00,52,26.8961,0.67158,0.003598,95632,131.602,2963268
bunker,GFC,1.00,53,26.7802,0.67120,0.003825,95742,105.476,2981023
bunker,GFC,1.00,54,26.8587,0.67176,0.003334,95788,140.942,2930790
bunker,GFC,1.00,55,26.9115,0.67209,0.003336,95773,111.695,2937176
bunker,GFC,1.00,56,26.9769,0.67219,0.003410,96882,124.695,3002481
bunker,GFC,1.00,57,26.9356,0.67168,0.003579,97421,201.413,3035311
bunker,GFC,1.00,58,26.9807,0.67305,0.003574,94914,135.065,2905471
bunker,GFC,1.00,59,26.8724,0.67284,0.003468,95424,142.192,2951799
bunker,GFC,1.00,60,26.8378,0.67209,0.003531,95909,129.670,2979686
bunker,GFC,1.00,61,26.8314,0.67207,0.003302,95486,123.722,2933341
bunker,GFC,1.00,62,26.7747,0.67197,0.003355,95535,102.237,2926800
bunker,GFC,1.00,63,26.7788,0.67158,0.003299,96399,105.187,2975980
bunker,GFC,1.00,64,26.7417,0.67081,0.003508,98096,113.180,3052310
bunker,GFC,1.00,65,26.6365,0.67048,0.003401,96154,98.672,2963141
bunker,GFC,1.00,66,26.7497,0.67135,0.003397,95455,117.308,2942555
bunker,GFC,1.00,67,26.7569,0.67240,0.003372,95367,107.750,2972342
bunker,GFC,1.00,68,26.7376,0.67211,0.003469,95359,105.741,2939451
bunker,GFC,1.00,69,26.7651,0.67276,0.003298,95294,87.755,2917996
bunker,GFC,1.00,70,26.8072,0.67313,0.003320,95843,139.030,2946267
bunker,GFC,1.00,71,26.7695,0.67252,0.003425,97793,124.471,3053884
bunker,GFC,1.00,72,26.7359,0.67206,0.003286,96102,119.211,2963784
bunker,GFC,1.00,73,26.8556,0.67281,0.003219,95945,170.739,2955350
bunker,GFC,1.00,74,26.8365,0.67291,0.003398,95999,158.669,2991751
bunker,GFC,1.00,75,26.0649,0.71289,0.010874,96088,143.202,2963302
bunker,GFC,1.00,76,26.2128,0.71361,0.003451,96061,163.589,2978722
bunker,GFC,1.00,77,26.3499,0.71395,0.003546,98005,135.656,3075724
bunker,GFC,1.00,78,26.4758,0.71458,0.003484,97949,108.888,3079366
bunker,GFC,1.00,79,26.6331,0.71463,0.003572,96023,119.910,2980957
bunker,GFC,1.00,80,26.7584,0.71595,0.003504,96222,120.999,3023831
bunker,GFC,1.00,81,26.8724,0.71578,0.003678,96136,141.203,3018389
bunker,GFC,1.00,82,27.0125,0.71599,0.003530,96039,123.454,2961453
bunker,GFC,1.00,83,27.0839,0.71667,0.003256,95885,103.858,2972528
bunker,GFC,1.00,84,27.1666,0.71709,0.003377,97640,104.251,3062797
bunker,GFC,1.00,85,27.2184,0.71696,0.003330,97984,155.198,3097005
bunker,GFC,1.00,86,27.2113,0.71673,0.003552,95855,127.854,2972955
bunker,GFC,1.00,87,27.2361,0.71663,0.003549,96372,142.531,3032459
bunker,GFC,1.00,88,27.2594,0.71680,0.003260,96346,148.069,3031685
bunker,GFC,1.00,89,27.3511,0.71742,0.003231,95932,117.239,2956750
bunker,GFC,1.00,90,27.3537,0.71694,0.003377,96071,101.059,2979579
bunker,GFC,1.00,91,27.3301,0.71726,0.003150,97473,112.868,3044783
bunker,GFC,1.00,92,27.3301,0.71661,0.003378,98099,113.791,3099884
bunker,GFC,1.00,93,27.3601,0.71674,0.003403,95983,91.135,2976663
bunker,GFC,1.00,94,27.4219,0.71757,0.003147,96283,143.857,3018915
bunker,GFC,1.00,95,27.4809,0.71806,0.003217,96336,135.722,3028895
bunker,GFC,1.00,96,27.5470,0.71865,0.003103,96030,95.363,2966454
bunker,GFC,1.00,97,27.5943,0.71857,0.003046,95990,111.772,2966453
bunker,GFC,1.00,98,27.6395,0.71959,0.002998,97354,97.916,3040865
bunker,GFC,1.00,99,27.7016,0.72085,0.003289,98534,115.991,3116633
bunker,GFC,1.00,100,27.7674,0.72116,0.003049,96062,94.049,2984018
bunker,GFC,1.00,101,27.9166,0.72245,0.003327,96520,83.891,3018898
bunker,GFC,1.00,102,27.9235,0.72201,0.003319,96446,172.605,3035196
bunker,GFC,1.00,103,27.9473,0.72218,0.003003,96074,130.911,2977091
bunker,GFC,1.00,104,28.0032,0.72209,0.003309,96355,109.718,2978451
bunker,GFC,1.00,105,28.0389,0.72296,0.003161,97034,106.243,3030791
bunker,GFC,1.00,106,28.0698,0.72289,0.003032,98162,108.479,3103697
bunker,GFC,1.00,107,28.0032,0.72207,0.003252,96096,149.709,2988275
bunker,GFC,1.00,108,27.9647,0.72147,0.003198,96198,120.965,3015165
bunker,GFC,1.00,109,27.9841,0.72205,0.003035,96271,130.110,3036345
bunker,GFC,1.00,110,28.0601,0.72247,0.002949,96246,142.924,2982576
bunker,GFC,1.00,111,28.1166,0.72343,0.002887,95945,95.343,2966758
bunker,GFC,1.00,112,28.0976,0.72359,0.003138,96839,101.490,3013926
bunker,GFC,1.00,113,28.1693,0.72352,0.003069,98300,98.312,3102098
bunker,GFC,1.00,114,28.2077,0.72369,0.002963,96303,146.732,2995986
bunker,GFC,1.00,115,28.1485,0.72259,0.003132,96375,128.706,3020844
bunker,GFC,1.00,116,28.1779,0.72293,0.002992,96306,124.817,3032344
bunker,GFC,1.00,117,28.1578,0.72331,0.002861,96180,107.010,2988688
bunker,GFC,1.00,118,28.1702,0.72321,0.002879,96055,111.595,2976348
bunker,GFC,1.00,119,28.2555,0.72347,0.002991,96540,102.852,3001304
bunker,GFC,1.00,120,28.2884,0.72313,0.002984,98414,118.053,3107146
bunker,GFC,1.00,121,28.2475,0.72207,0.003195,96611,162.618,3009247
bunker,GFC,1.00,122,28.3040,0.72199,0.002812,96185,138.129,3007742
bunker,GFC,1.00,123,28.3145,0.72199,0.002976,96312,184.305,3029483
bunker,GFC,1.00,124,28.3445,0.72268,0.002711,96263,139.452,2992962
bunker,GFC,1.00,125,28.3580,0.72225,0.002909,96052,133.207,2972874
bunker,GFC,1.00,126,28.3671,0.72227,0.003058,96497,131.655,2988339
bunker,GFC,1.00,127,28.3992,0.72176,0.002941,98381,139.958,3099930
bunker,GFC,1.00,128,28.4285,0.72245,0.002989,96889,141.779,3024424
bunker,GFC,1.00,129,28.4108,0.72266,0.002818,96362,194.818,3015088
bunker,GFC,1.00,130,28.3367,0.72052,0.003322,96443,175.410,3033538
bunker,GFC,1.00,131,28.3401,0.72037,0.003018,96284,257.417,3001879
bunker,GFC,1.00,132,28.3587,0.72091,0.002993,96004,314.318,2956145
bunker,GFC,1.00,133,28.3800,0.72176,0.002992,95856,139.368,2970176
bunker,GFC,1.00,134,28.3946,0.72197,0.003122,98326,112.160,3104440
bunker,GFC,1.00,135,28.3873,0.72192,0.002975,96931,115.927,3023782
bunker,GFC,1.00,136,28.3141,0.72065,0.003076,96189,134.193,3008211
bunker,GFC,1.00,137,28.2624,0.72083,0.002955,96310,166.713,3035451
bunker,GFC,1.00,138,28.2928,0.72153,0.002898,96247,128.152,3007599
bunker,GFC,1.00,139,28.3273,0.72199,0.002981,95960,159.320,2962781
bunker,GFC,1.00,140,28.3637,0.72277,0.002843,96034,96.596,2976420
bunker,GFC,1.00,141,28.3718,0.72191,0.003332,98243,109.300,3083687
bunker,GFC,1.00,142,28.4137,0.72283,0.002978,97404,102.142,3057199
bunker,GFC,1.00,143,28.5102,0.72325,0.002927,96134,103.644,2991435
bunker,GFC,1.00,144,28.4786,0.72213,0.003022,96202,127.937,3019759
bunker,GFC,1.00,145,28.4752,0.72173,0.003029,96393,105.581,3010131
bunker,GFC,1.00,146,28.5276,0.72220,0.002845,95997,115.394,2956272
bunker,GFC,1.00,147,28.5556,0.72283,0.002905,95917,122.130,2970260
bunker,GFC,1.00,148,28.5683,0.72292,0.002844,98135,126.789,3080272
bunker,GFC,1.00,149,28.5712,0.72301,0.002926,97589,95.437,3069941
bunker,GFCAO,1.00,0,12.6893,0.09188,0.000000,96366,83.183,2407010
bunker,GFCAO,1.00,1,15.9730,0.27776,0.078945,94930,77.136,2328979
bunker,GFCAO,1.00,2,18.0236,0.38344,0.036516,95621,90.219,2385772
bunker,GFCAO,1.00,3,19.2801,0.44083,0.019500,96216,75.223,2412167
bunker,GFCAO,1.00,4,20.3214,0.48936,0.014574,95102,94.663,2324420
bunker,GFCAO,1.00,5,20.9604,0.52133,0.009049,94796,98.255,2326312
bunker,GFCAO,1.00,6,21.4741,0.54440,0.007816,96746,92.341,2423621
bunker,GFCAO,1.00,7,21.8829,0.55800,0.005821,97903,97.032,2472081
bunker,GFCAO,1.00,8,22.3278,0.57142,0.005766,95627,111.969,2356499
bunker,GFCAO,1.00,9,22.7101,0.58332,0.005148,94692,96.208,2346631
bunker,GFCAO,1.00,10,23.0215,0.59299,0.004634,95581,83.889,2401165
bunker,GFCAO,1.00,11,23.2995,0.59907,0.004436,95414,68.547,2337319
bunker,GFCAO,1.00,12,23.6131,0.60750,0.004648,96112,80.022,2366532
bunker,GFCAO,1.00,13,23.9251,0.61242,0.004926,95687,98.364,2368426
bunker,GFCAO,1.00,14,24.1292,0.61545,0.004189,97320,107.160,2453919
bunker,GFCAO,1.00,15,24.3906,0.61952,0.004185,95314,71.916,2348558
bunker,GFCAO,1.00,16,24.5843,0.62373,0.004177,95985,110.517,2384927
bunker,GFCAO,1.00,17,24.7739,0.62693,0.004233,95697,91.349,2402503
bunker,GFCAO,1.00,18,25.0307,0.62952,0.004530,94835,91.164,2330538
bunker,GFCAO,1.00,19,25.2151,0.63138,0.004113,95348,73.914,2350248
bunker,GFCAO,1.00,20,25.3786,0.63381,0.004201,96296,78.685,2384519
bunker,GFCAO,1.00,21,25.5252,0.63423,0.004456,98250,76.509,2485684
bunker,GFCAO,1.00,22,25.6687,0.63610,0.004127,94885,71.899,2333741
bunker,GFCAO,1.00,23,25.8270,0.63743,0.004173,95310,94.237,2364672
bunker,GFCAO,1.00,24,25.9611,0.63902,0.004085,95710,98.118,2393746
bunker,GFCAO,1.00,25,26.1225,0.64031,0.004334,96148,85.289,2382293
bunker,GFCAO,1.00,26,26.2554,0.64247,0.004205,94896,98.609,2324791
bunker,GFCAO,1.00,27,26.3164,0.64176,0.003806,95244,113.085,2345544
bunker,GFCAO,1.00,28,26.4008,0.64387,0.003948,97601,96.785,2467133
bunker,GFCAO,1.00,29,26.4938,0.64576,0.003752,96551,91.093,2391473
bunker,GFCAO,1.00,30,26.5910,0.64744,0.004289,95632,67.657,2366269
bunker,GFCAO,1.00,31,26.7104,0.64897,0.004070,94810,87.420,2363893
bunker,GFCAO,1.00,32,26.8187,0.64893,0.003898,95599,100.437,2372342
bunker,GFCAO,1.00,33,26.9291,0.64939,0.003643,95549,114.781,2338639
bunker,GFCAO,1.00,34,27.0159,0.64916,0.003981,96023,124.146,2376209
bunker,GFCAO,1.00,35,27.1169,0.65130,0.004111,96754,104.643,2425723
bunker,GFCAO,1.00,36,27.1820,0.65140,0.003594,96325,78.463,2414938
bunker,GFCAO,1.00,37,27.2250,0.65203,0.003739,95347,119.895,2347965
bunker,GFCAO,1.00,38,27.3062,0.65238,0.003879,96205,104.081,2402069
bunker,GFCAO,1.00,39,27.3332,0.65297,0.003900,95435,93.181,2377917
bunker,GFCAO,1.00,40,27.4251,0.65286,0.003794,94830,83.191,2320329
bunker,GFCAO,1.00,41,27.5025,0.65226,0.003678,95299,79.431,2346273
bunker,GFCAO,1.00,42,27.5699,0.65242,0.003869,97563,97.683,2446675
bunker,GFCAO,1.00,43,27.6514,0.65400,0.003947,97497,81.017,2455423
bunker,GFCAO,1.00,44,27.7099,0.65412,0.003896,94458,91.703,2310926
bunker,GFCAO,1.00,45,27.7346,0.65318,0.003706,95433,78.664,2386587
bunker,GFCAO,1.00,46,27.7729,0.65383,0.003605,95762,105.941,2395167
bunker,GFCAO,1.00,47,27.8229,0.65506,0.003666,96053,79.654,2359349
bunker,GFCAO,1.00,48,27.8508,0.65490,0.003663,94647,71.553,2326182
bunker,GFCAO,1.00,49,27.8950,0.65597,0.003720,96587,110.915,2415691
bunker,GFCAO,1.00,50,27.9278,0.65698,0.003493,97362,125.026,2456915
bunker,GFCAO,1.00,51,28.0061,0.65690,0.003675,95734,84.768,2349666
bunker,GFCAO,1.00,52,28.0394,0.65769,0.003811,95531,94.974,2382881
bunker,GFCAO,1.00,53,28.0481,0.65776,0.003641,95023,88.159,2372408
bunker,GFCAO,1.00,54,28.0778,0.65881,0.003439,95305,76.471,2343452
bunker,GFCAO,1.00,55,28.1307,0.65882,0.003417,95565,93.530,2335833
bunker,GFCAO,1.00,56,28.1504,0.65756,0.004093,97199,82.225,2427942
bunker,GFCAO,1.00,57,28.1549,0.65888,0.003457,96762,69.432,2434583
bunker,GFCAO,1.00,58,28.1912,0.65846,0.003518,95055,82.552,2336684
bunker,GFCAO,1.00,59,28.2023,0.65815,0.003564,95532,113.470,2369227
bunker,GFCAO,1.00,60,28.1866,0.65781,0.003683,96340,106.805,2419841
bunker,GFCAO,1.00,61,28.2586,0.65807,0.003774,95011,85.640,2331606
bunker,GFCAO,1.00,62,28.2888,0.65854,0.003483,94880,73.450,2328433
bunker,GFCAO,1.00,63,28.3137,0.65829,0.003569,96083,70.487,2389125
bunker,GFCAO,1.00,64,28.3352,0.65875,0.003569,98113,86.729,2464335
bunker,GFCAO,1.00,65,28.3570,0.65873,0.003643,95826,84.339,2373527
bunker,GFCAO,1.00,66,28.3840,0.65885,0.003665,94696,92.819,2340989
bunker,GFCAO,1.00,67,28.3834,0.65810,0.003455,95630,80.720,2397746
bunker,GFCAO,1.00,68,28.4164,0.65919,0.003476,95570,86.714,2355418
bunker,GFCAO,1.00,69,28.4154,0.65896,0.003584,96055,92.975,2368328
bunker,GFCAO,1.00,70,28.4319,0.65834,0.003683,95000,80.195,2335105
bunker,GFCAO,1.00,71,28.4463,0.65804,0.003668,97401,105.299,2460651
bunker,GFCAO,1.00,72,28.4218,0.65686,0.003613,96079,102.809,2378076
bunker,GFCAO,1.00,73,28.4468,0.65745,0.003589,96079,94.866,2386755
bunker,GFCAO,1.00,74,28.4473,0.65786,0.003543,95394,65.085,2382435
bunker,GFCAO,1.00,75,22.2218,0.67254,0.012389,95923,76.492,2373670
bunker,GFCAO,1.00,76,22.3601,0.67593,0.005412,96128,86.199,2397101
bunker,GFCAO,1.00,77,22.5045,0.67699,0.005010,98126,84.386,2506227
bunker,GFCAO,1.00,78,22.6436,0.68144,0.004174,97620,93.962,2495319
bunker,GFCAO,1.00,79,22.7659,0.68181,0.004100,95867,115.294,2407239
bunker,GFCAO,1.00,80,22.8747,0.68280,0.003623,96045,112.079,2444257
bunker,GFCAO,1.00,81,22.9823,0.68552,0.003523,96244,100.393,2449008
bunker,GFCAO,1.00,82,23.0705,0.68748,0.003243,95916,66.035,2386655
bunker,GFCAO,1.00,83,23.1398,0.68695,0.003238,96286,110.297,2397659
bunker,GFCAO,1.00,84,23.2195,0.68718,0.003721,97923,94.529,2489619
bunker,GFCAO,1.00,85,23.3191,0.68844,0.003203,97499,94.585,2502511
bunker,GFCAO,1.00,86,23.4336,0.68947,0.003287,95652,90.960,2394404
